4.1,,3.5349,-62
4.1,,4.5199,-63
4.1,,5.6059,-57
4.1,,5.9049,-58
4.1,,10.2039,-61
4.1,,4.6559,-59
4.1,,5.8709,-58
4.1,,5.6479,-58
4.1,,5.9149,-55
4.1,,6.1279,-53
4.1,,5.1349,-55
4.1,,5.4279,-53
4.1,,5.2489,-51
4.1,,4.9869,-50
4.1,,5.0129,-51
4.1,,4.8599,-50
4.1,,4.8119,-49
4.1,,5.2049,-49
4.1,,5.0459,-49
4.1,,4.8199,-50
4.1,,5.3999,-50
4.1,,4.8389,-50
4.1,,5.0459,-50
4.1,,4.9319,-50
4.1,,5.0109,-50
4.1,,4.9329,-49
4.1,,5.0519,-49
4.1,,4.7539,-49
4.1,,4.9409,-49
4.1,,5.4319,-50
4.1,,5.0809,-49
4.1,,5.1809,-49
4.1,,5.1799,-50
4.1,,5.2309,-50
4.1,,5.3119,-50
4.1,,5.3439,-50
4.1,,5.1439,-50
4.1,,5.4139,-51
4.1,,5.0619,-51
4.1,,5.2259,-51
4.1,,5.0179,-51
4.1,,5.3679,-49
4.1,,5.4619,-50
4.1,,5.4569,-49
4.1,,5.0739,-49
4.1,,5.5619,-49
4.1,,5.5029,-49
4.1,,5.3219,-49
4.1,,5.3849,-49
4.1,,5.5049,-49
4.1,,5.7759,-50
4.1,,5.4279,-49
4.1,,5.4819,-49
4.1,,5.4359,-49
4.1,,5.5129,-49
4.1,,5.4979,-49
4.1,,5.5849,-49
4.1,,5.3389,-50
4.1,,5.1569,-49
4.1,,5.7379,-49
4.1,,5.3889,-49
4.1,,5.6329,-50
4.1,,5.1549,-50
4.1,,5.5349,-49
4.1,,5.5429,-50
4.1,,5.2559,-50
4.1,,5.5269,-49
4.1,,5.5579,-49
4.1,,5.7159,-50
4.1,,6.2429,-49
4.1,,5.6379,-49
4.1,,5.3359,-49
4.1,,5.7829,-49
4.1,,5.5619,-49
4.1,,5.7819,-50
4.1,,5.7509,-49
4.1,,5.4799,-49
4.1,,5.2109,-50
4.1,,5.6059,-50
4.1,,5.3789,-50
4.1,,5.6779,-50
4.1,,5.5739,-50
4.1,,5.6599,-49
4.1,,5.2679,-49
4.1,,5.2979,-49
4.1,,5.5819,-51
4.1,,5.6659,-50
4.1,,5.8989,-50
4.1,,5.3839,-49
4.1,,5.8739,-50
4.1,,5.5029,-50
4.1,,6.0809,-49
4.1,,5.7539,-49
4.1,,5.5459,-49
4.1,,5.8129,-49
4.1,,5.5019,-49
4.1,,5.5209,-50
4.1,,5.8359,-49
4.1,,5.5199,-49
4.1,,5.9299,-49
4.1,,5.9919,-49
4.1,,5.5539,-49
4.1,,5.9369,-49
4.1,,5.6269,-49
4.1,,5.6189,-50
4.1,,5.3879,-50
4.1,,5.7459,-49
4.1,,5.6599,-49
4.1,,5.9729,-49
4.1,,5.7619,-49
4.1,,5.5629,-49
4.1,,5.8059,-49
4.1,,5.3929,-49
4.1,,5.6509,-50
4.1,,5.6489,-50
4.1,,5.4929,-49
4.1,,5.6379,-49
4.1,,5.5599,-50
4.1,,5.3599,-49
4.1,,6.0299,-50
4.1,,5.5259,-50
4.1,,5.3729,-50
4.1,,5.3659,-51
4.1,,5.4529,-51
4.1,,5.3179,-51
4.1,,5.6019,-51
4.1,,5.4319,-51
4.1,,5.4129,-50
4.1,,5.2659,-49
4.1,,5.4369,-50
4.1,,5.6519,-49
4.1,,5.3989,-49
4.1,,6.0179,-49
4.1,,5.5399,-49
4.1,,5.6509,-49
4.1,,5.6199,-49
4.1,,5.3619,-49
4.1,,5.5629,-49
4.1,,5.2739,-50
4.1,,5.3659,-49
4.1,,5.4989,-49
4.1,,5.2519,-49
4.1,,5.6499,-49
4.1,,5.9899,-49
4.1,,5.9389,-49
4.1,,5.6289,-49
4.1,,5.4379,-49
4.1,,5.4679,-49
4.1,,5.3489,-49
4.1,,5.4239,-49
4.1,,5.7069,-49
4.1,,5.8839,-49
4.1,,5.7099,-49
4.1,,5.7159,-49
4.1,,4.7319,-49
4.1,,5.5179,-49
4.1,,5.3499,-49
4.1,,5.2009,-49
4.1,,5.1779,-49
4.1,,5.5829,-49
4.1,,5.5499,-49
4.1,,5.4719,-49
4.1,,5.6419,-49
4.1,,5.9439,-49
4.1,,5.7339,-49
4.1,,5.6719,-49
4.1,,5.6409,-49
4.1,,5.7229,-49
4.1,,5.4259,-50
4.1,,5.5409,-49
4.1,,5.7359,-50
4.1,,5.4809,-50
4.1,,5.3009,-49
4.1,,5.6849,-50
4.1,,5.2489,-49
4.1,,5.8939,-49
4.1,,5.3739,-49
4.1,,5.3919,-49
4.1,,5.3569,-49
4.1,,5.3719,-49
4.1,,5.1699,-50
4.1,,5.5349,-49
4.1,,5.5239,-49
4.1,,5.8979,-48
4.1,,5.2749,-49
4.1,,5.8429,-49
4.1,,5.6849,-49
4.1,,5.3769,-49
4.1,,5.2029,-49
4.1,,5.5079,-49
4.1,,5.4469,-49
4.1,,5.9039,-49
4.1,,5.6109,-49
4.1,,5.1189,-48
4.1,,5.3479,-48
4.1,,5.5419,-49
4.1,,5.9619,-49
4.1,,5.5889,-49
4.1,,5.1899,-49
4.1,,5.8509,-49
4.1,,5.3239,-49
4.1,,5.8379,-49
4.1,,5.8479,-49
4.1,,5.6619,-50
4.1,,5.5999,-49
4.1,,5.7449,-49
4.1,,5.7249,-49
4.1,,5.9679,-49
4.1,,5.6639,-49
4.1,,5.7859,-50
4.1,,5.5719,-49
4.1,,6.3399,-50
4.1,,6.0489,-49
4.1,,6.1529,-50
4.1,,6.6849,-52
4.1,,6.4139,-54
4.1,,6.2839,-50
4.1,,5.7139,-50
4.1,,6.4439,-49
4.1,,5.8369,-49
4.1,,5.9259,-50
4.1,,5.7069,-50
4.1,,5.9909,-51
4.1,,8.2209,-59
4.1,,7.9889,-59
4.1,,7.3889,-59
4.1,,7.6429,-59
4.1,,7.3819,-58
4.1,,7.4299,-58
4.1,,7.3069,-58
4.1,,7.5739,-59
4.1,,8.0589,-58
4.1,,6.7249,-58
4.1,,7.1729,-58
4.1,,6.5499,-55
4.1,,6.8369,-51
4.1,,5.6889,-49
4.1,,6.0169,-49
4.1,,5.5169,-49
4.1,,6.2269,-49
4.1,,5.8909,-50
4.1,,6.1629,-49
4.1,,5.9599,-49
4.1,,5.9139,-49
4.1,,5.9989,-50
4.1,,6.0509,-49
4.1,,5.7729,-49
4.1,,5.8309,-49
4.1,,5.6329,-51
4.1,,5.7039,-51
4.1,,6.1739,-50
4.1,,6.2609,-50
4.1,,6.6429,-52
4.1,,6.6489,-49
4.1,,6.5139,-49
4.1,,6.5579,-51
4.1,,6.1499,-51
4.1,,6.4729,-49
4.1,,6.3239,-51
4.1,,6.4759,-50
4.1,,5.8249,-50
4.1,,6.0409,-52
4.1,,6.4429,-50
4.1,,6.5169,-50
4.1,,6.1969,-50
4.1,,6.5039,-49
4.1,,6.4639,-50
4.1,,6.1389,-50
4.1,,6.1869,-50
4.1,,6.6019,-50
4.1,,6.1929,-50
4.1,,6.9269,-50
4.1,,6.2539,-50
4.1,,6.2789,-50
4.1,,6.4699,-50
4.1,,5.9839,-50
4.1,,6.1999,-49
4.1,,5.4269,-50
4.1,,5.7079,-49
4.1,,5.7059,-49
4.1,,5.3569,-49
4.1,,6.0889,-49
4.1,,6.0699,-49
4.1,,6.4809,-49
4.1,,6.0109,-49
4.1,,5.6169,-48
