1.2,,4.68,5.734,5.496,4.982,5.388,5.266,5.827,5.658,5.029,5.416,5.074,5.481,4.168,4.133,4.354,5.524,5.522,5.73,6.097,5.704,6.35,4.516,6.759,6.108,6.986,6.927,10.749
1.2,,4.02,3.065,3.242,3.525,2.234,2.872,3.401,2.833,2.759,6.619,6.095,6.686,4.831,9.084,11.589,10.456,9.968,7.704,6.205,10.395,7.15,10.078,11.668,9.348,8.437,10.372,9.227
1.2,,6.053,6.999,6.431,7.194,6.641,6.052,5.064,7.471,6.359,5.073,7.122,5.682,5.663,6.196,6.463,4.539,4.41,6.744,5.194,5.3,3.557,4.506,6.576,4.784,5.332,4.368,4.305
1.2,,7.064,7.126,7.623,6.993,6.544,8.034,6.079,7.241,6.099,6.709,6.469,6.053,4.905,4.51,4.593,4.144,4.076,4.23,2.624,3.879,1.428,3.206,2.35,1.632,-0.277,1.226,0.819
