1.2,,6.753,6.393,6.114,5.895,7.046,3.889,6.209,6.063,5.872,7.697,6.793,9.538,8.376,8.974,7.683,6.624,8.306,8.394,8.436,9.036
1.2,,6.711,6.107,6.159,7.743,6.094,4.993,4.323,5.188,5.888,4.378,3.249,4.585,3.767,2.188,2.538,2.36,1.481,0.313,-0.552,-0.878
1.2,,4.188,3.822,3.273,3.64,4.734,4.1,4.094,3.192,3.261,2.61,2.381,3.818,4.052,4.608,4.781,2.738,4.858,4.211,5.078,6.716
1.2,,6.103,5.378,7.086,4.251,8.779,7.632,7.025,7.654,7.672,11.247,9.806,8.714,6.832,9.975,11.194,11.43,10.262,10.776,12.346,11.07
