1.2,,4.422,4.397,4.86,4.058,4.93,4.603,4.639,5.116,4.216,5.115,4.633,4.651,3.714,3.084,3.691,4.381,3.604,5.704,4.528,2.604,5.664,3.69,3.933,4.168,5.49,5.469,6.175,4.664,5.487,5.443,4.499,4.603,5.511,4.279,5.215,4.581,6.234,6.222,8.712,7.023,4.735,7.93,10.07,7.344,7.003,8.224,8.234,8.532,6.76,7.992,8.089
1.2,,9.756,10.246,9.983,9.044,9.641,10.083,9.932,9.526,9.515,10.006,9.907,9.834,8.889,7.923,8.296,9.132,7.186,6.73,6.58,6.876,5.784,6.213,4.953,4.82,5.677,5.985,5.823,5.437,4.782,4.672,4.972,4.422,4.153,4.198,4.102,3.569,2.505,2.749,3.487,2.959,2.593,1.689,2.111,1.12,0.73,1.919,1.409,0.518,0.629,0.65,0.634
1.2,,7.145,6.547,6.828,8.426,7.762,7.802,7.44,7.392,7.434,6.839,8.029,8.122,9.361,7.912,5.172,9.303,7.453,8.822,6.884,8.023,5.565,8.681,3.368,7.264,4.923,7.202,6.453,6.97,4.043,4.419,6.707,6.085,2.33,4.534,8.587,5.357,5.683,6.583,4.165,6.717,6.048,4.554,1.761,5.014,3.099,4.883,5.165,4.764,6.083,5.344,4.53
1.2,,3.273,2.587,3.13,3.252,3.47,3.582,3.591,3.632,2.667,2.681,5.757,4.937,5.164,3.452,3.851,3.833,6.99,6.661,6.025,6.78,3.809,7.323,4.909,6.742,7.306,7.702,7.78,11.169,10.396,8.347,8.017,11.614,10.924,11.274,11.692,10.887,9.658,10.993,10.646,8.712,12.392,10.588,11.996,10.356,11.046,13.799,12.447,13.554,9.38,10.445,9.982
