Column1,Column2,Column3,Column4
5000,-65,-1112,6.438044511
5000,-66,-864,6.581112167
5000,-68,-1225,6.867247479
5000,-67,-951,6.724179823
5000,-66,-1490,6.581112167
5000,-65,-897,6.438044511
5000,-64,-1012,6.294976856
5000,-63,-1110,6.1519092
5000,-63,-1166,6.1519092
5000,-63,-858,6.1519092
5000,-63,-1084,6.1519092
5000,-63,-700,6.1519092
5000,-63,-1438,6.1519092
5000,-62,-872,6.008841544
5000,-62,-1623,6.008841544
5000,-62,-1257,6.008841544
5000,-62,-1111,6.008841544
5000,-61,-837,5.865773888
5000,-60,-739,5.722706232
5000,-60,-637,5.722706232
5000,-60,-2586,5.722706232
5000,-60,-1225,5.722706232
5000,-59,-1289,5.579638576
5000,-59,-922,5.579638576
5000,-61,-1709,5.865773888
5000,-59,-835,5.579638576
5000,-60,-1648,5.722706232
5000,-61,-836,5.865773888
5000,-68,-1217,6.867247479
5000,-72,-259,7.439518102
5000,-68,-1610,6.867247479
5000,-67,-1171,6.724179823
5000,-69,-1443,7.010315135
5000,-73,-512,7.582585758
5000,-74,-1575,7.725653414
5000,-72,-1238,7.439518102
5000,-72,-1379,7.439518102
5000,-69,-1217,7.010315135
5000,-71,-550,7.296450446
5000,-71,-70,7.296450446
5000,-73,-211,7.582585758
5000,-73,1927,7.582585758
5000,-71,-203,7.296450446
5000,-71,118,7.296450446
5000,-62,-825,6.008841544
5000,-60,-1209,5.722706232
5000,-65,-1150,6.438044511
5000,-62,-1046,6.008841544
5000,-60,-1329,5.722706232
5000,-63,-2197,6.1519092
5000,-73,-1222,7.582585758
5000,-70,-266,7.15338279
5000,-70,-279,7.15338279
5000,-73,33,7.582585758
5000,-68,-1678,6.867247479
5000,-70,-857,7.15338279
5000,-73,-1167,7.582585758
5000,-70,-1909,7.15338279
5000,-67,-738,6.724179823
5000,-68,296,6.867247479
5000,-71,-1934,7.296450446
5000,-72,586,7.439518102
5000,-73,680,7.582585758
5000,-72,184,7.439518102
5000,-73,-568,7.582585758
5000,-73,-973,7.582585758
5000,-73,119,7.582585758
5000,-74,-802,7.725653414
5000,-74,101,7.725653414
5000,-74,-1033,7.725653414
5000,-74,-300,7.725653414
5000,-75,-554,7.868721069
5000,-70,1854,7.15338279
5000,-69,3444,7.010315135
5000,-68,879,6.867247479
5000,-69,1080,7.010315135
5000,-67,-1207,6.724179823
5000,-68,780,6.867247479
5000,-74,-803,7.725653414
5000,-73,-267,7.582585758
5000,-70,-1179,7.15338279
5000,-69,-915,7.010315135
5000,-69,-735,7.010315135
5000,-69,-1249,7.010315135
5000,-74,-550,7.725653414
5000,-75,-1329,7.868721069
5000,-69,-718,7.010315135
5000,-67,-1212,6.724179823
5000,-67,-1064,6.724179823
5000,-68,-949,6.867247479
5000,-70,-1407,7.15338279
5000,-71,9,7.296450446
5000,-73,-490,7.582585758
5000,-73,-641,7.582585758
5000,-76,-795,8.011788725
5000,-77,-80,8.154856381
5000,-73,-442,7.582585758
5000,-71,283,7.296450446
5000,-76,-163,8.011788725
5000,-72,-1227,7.439518102
5000,-72,-664,7.439518102
5000,-76,-424,8.011788725
5000,-70,-195,7.15338279
5000,-70,-469,7.15338279
5000,-71,-1929,7.296450446
5000,-72,-417,7.439518102
5000,-73,-228,7.582585758
5000,-75,-275,7.868721069
5000,-67,-511,6.724179823
5000,-67,-752,6.724179823
5000,-70,921,7.15338279
5000,-72,423,7.439518102
5000,-75,349,7.868721069
5000,-75,294,7.868721069
5000,-69,-879,7.010315135
5000,-70,266,7.15338279
5000,-72,407,7.439518102
5000,-72,-209,7.439518102
5000,-75,2554,7.868721069
5000,-71,344,7.296450446
5000,-73,990,7.582585758
5000,-70,-316,7.15338279
5000,-74,-541,7.725653414
5000,-71,-1042,7.296450446
5000,-69,-753,7.010315135
5000,-67,-1029,6.724179823
5000,-65,-507,6.438044511
5000,-65,-802,6.438044511
5000,-67,-1019,6.724179823
5000,-68,-1889,6.867247479
5000,-68,-1324,6.867247479
5000,-69,-1270,7.010315135
5000,-66,-826,6.581112167
5000,-69,-733,7.010315135
5000,-70,-995,7.15338279
5000,-68,-1268,6.867247479
5000,-65,-645,6.438044511
5000,-64,-1505,6.294976856
5000,-70,-888,7.15338279
5000,-71,-878,7.296450446
5000,-66,-621,6.581112167
5000,-68,-1354,6.867247479
5000,-66,-1155,6.581112167
5000,-68,-940,6.867247479
5000,-70,-984,7.15338279
5000,-69,-1205,7.010315135
5000,-67,-1284,6.724179823
5000,-70,-1295,7.15338279
5000,-67,-786,6.724179823
5000,-72,-1033,7.439518102
5000,-67,-1311,6.724179823
5000,-66,-1246,6.581112167
5000,-64,-879,6.294976856
5000,-68,-271,6.867247479
5000,-68,-1139,6.867247479
5000,-67,-1497,6.724179823
5000,-67,-871,6.724179823
5000,-69,-1552,7.010315135
5000,-74,-1063,7.725653414
5000,-67,-1344,6.724179823
5000,-72,-263,7.439518102
5000,-72,-1237,7.439518102
5000,-68,288,6.867247479
5000,-70,-1003,7.15338279
5000,-70,-1012,7.15338279
5000,-71,-1447,7.296450446
5000,-74,-438,7.725653414
5000,-73,-1458,7.582585758
5000,-68,-443,6.867247479
5000,-68,-754,6.867247479
5000,-69,-646,7.010315135
5000,-70,-874,7.15338279
5000,-65,-643,6.438044511
5000,-67,-1308,6.724179823
5000,-67,-711,6.724179823
5000,-68,-1348,6.867247479
5000,-70,-2333,7.15338279
5000,-67,-973,6.724179823
5000,-70,-803,7.15338279
5000,-77,-1275,8.154856381
5000,-65,-1470,6.438044511
5000,-65,-885,6.438044511
5000,-65,-1162,6.438044511
5000,-75,-1436,7.868721069
5000,-76,-1174,8.011788725
5000,-75,-1131,7.868721069
5000,-69,-518,7.010315135
5000,-67,-596,6.724179823
5000,-65,-1526,6.438044511
5000,-65,-945,6.438044511
5000,-69,-344,7.010315135
5000,-72,-805,7.439518102
5000,-77,-1338,8.154856381
5000,-78,-1537,8.297924037
5000,-68,-483,6.867247479
5000,-65,-1336,6.438044511
5000,-60,-1175,5.722706232
5000,-63,-828,6.1519092
5000,-66,-1112,6.581112167
5000,-67,-1022,6.724179823
5000,-65,-1410,6.438044511
5000,-70,-1164,7.15338279
5000,-69,-682,7.010315135
5000,-73,-1536,7.582585758
5000,-74,-1264,7.725653414
5000,-73,-730,7.582585758
5000,-72,-1016,7.439518102
5000,-70,-811,7.15338279
5000,-68,-1118,6.867247479
5000,-64,-1289,6.294976856
5000,-68,-1129,6.867247479
5000,-67,-1890,6.724179823
5000,-65,-1156,6.438044511
5000,-67,-1552,6.724179823
5000,-69,-1725,7.010315135
5000,-68,-1176,6.867247479
5000,-69,-1900,7.010315135
5000,-68,-1642,6.867247479
5000,-68,-1818,6.867247479
5000,-67,-1903,6.724179823
5000,-67,-1643,6.724179823
5000,-66,-1336,6.581112167
5000,-68,-1574,6.867247479
5000,-65,-1762,6.438044511
5000,-66,-1145,6.581112167
5000,-69,-939,7.010315135
5000,-71,-890,7.296450446
5000,-68,-1219,6.867247479
5000,-67,-1302,6.724179823
5000,-66,-1439,6.581112167
5000,-66,-1091,6.581112167
5000,-69,-1449,7.010315135
5000,-67,-1176,6.724179823
5000,-71,-1562,7.296450446
5000,-67,-1115,6.724179823
5000,-68,-1104,6.867247479
5000,-68,-1304,6.867247479
5000,-67,-782,6.724179823
5000,-67,-1072,6.724179823
5000,-66,-1049,6.581112167
5000,-72,-1453,7.439518102
5000,-67,-1323,6.724179823
5000,-66,-1195,6.581112167
5000,-66,-1092,6.581112167
5000,-66,-1567,6.581112167
5000,-69,-1126,7.010315135
5000,-69,-1487,7.010315135
5000,-68,-1513,6.867247479
5000,-66,-893,6.581112167
5000,-67,-1837,6.724179823
5000,-66,-1123,6.581112167
5000,-65,-1348,6.438044511
5000,-67,-1332,6.724179823
5000,-68,-1749,6.867247479
5000,-69,-2637,7.010315135
5000,-70,-1208,7.15338279
5000,-71,-1767,7.296450446
5000,-69,-953,7.010315135
5000,-69,-1703,7.010315135
5000,-69,-1356,7.010315135
5000,-68,-1443,6.867247479
5000,-67,-1093,6.724179823
5000,-68,-155,6.867247479
5000,-69,-772,7.010315135
5000,-69,-1034,7.010315135
5000,-69,-793,7.010315135
5000,-69,-735,7.010315135
5000,-69,-1184,7.010315135
5000,-69,-894,7.010315135
5000,-68,-1039,6.867247479
5000,-68,-1182,6.867247479
5000,-69,-1128,7.010315135
5000,-69,-813,7.010315135
5000,-69,-1035,7.010315135
5000,-69,-1231,7.010315135
5000,-69,-949,7.010315135
5000,-68,-1272,6.867247479
5000,-68,-792,6.867247479
5000,-69,-883,7.010315135
5000,-68,-446,6.867247479
5000,-68,-1502,6.867247479
5000,-67,-1684,6.724179823
5000,-66,-1689,6.581112167
5000,-65,-862,6.438044511
5000,-66,-900,6.581112167
5000,-66,-1443,6.581112167
5000,-66,-1023,6.581112167
5000,-67,-923,6.724179823
5000,-69,-2242,7.010315135
5000,-67,-999,6.724179823
5000,-66,-1720,6.581112167
5000,-67,-1425,6.724179823
5000,-66,-1967,6.581112167
,,,
5000,-67,-1304,6.724179823
5000,-68,-2460,6.867247479
5000,-69,-1621,7.010315135
5000,-71,-1402,7.296450446
5000,-71,-1356,7.296450446
5000,-72,-1175,7.439518102
5000,-72,-1573,7.439518102
5000,-72,-1358,7.439518102
5000,-70,-1550,7.15338279
5000,-70,-1268,7.15338279
5000,-71,-1178,7.296450446
5000,-71,-964,7.296450446
5000,-71,-1180,7.296450446
5000,-73,-1928,7.582585758
5000,-74,-1547,7.725653414
5000,-74,-1655,7.725653414
,,,
5000,-74,-2083,7.725653414
5000,-73,-1898,7.582585758
5000,-73,-1382,7.582585758
5000,-73,-1286,7.582585758
5000,-73,-1270,7.582585758
5000,-75,-1488,7.868721069
5000,-74,-1477,7.725653414
5000,-76,-1279,8.011788725
5000,-74,-2307,7.725653414
5000,-74,-791,7.725653414
5000,-76,-1768,8.011788725
5000,-74,-1061,7.725653414
5000,-76,-2248,8.011788725
5000,-70,-1164,7.15338279
5000,-76,-2328,8.011788725
5000,-74,-2141,7.725653414
5000,-73,-1883,7.582585758
5000,-76,-2062,8.011788725
5000,-72,-1409,7.439518102
5000,-68,-1589,6.867247479
5000,-73,-1714,7.582585758
5000,-73,-1720,7.582585758
5000,-73,-1273,7.582585758
5000,-74,-1583,7.725653414
5000,-72,-1616,7.439518102
5000,-72,-3096,7.439518102
5000,-72,-4224,7.439518102
5000,-75,-1082,7.868721069
5000,-71,-1074,7.296450446
5000,-74,-1236,7.725653414
5000,-74,-1040,7.725653414
5000,-71,-1425,7.296450446
5000,-70,-1067,7.15338279
,,,
5000,-68,-1255,6.867247479
5000,-72,-1295,7.439518102
5000,-69,-1334,7.010315135
5000,-71,-1489,7.296450446
5000,-73,-1189,7.582585758
5000,-71,-1079,7.296450446
5000,-72,-2056,7.439518102
5000,-72,-913,7.439518102
5000,-72,-1186,7.439518102
5000,-68,-1174,6.867247479
5000,-72,-1417,7.439518102
5000,-73,-1088,7.582585758
5000,-75,-1571,7.868721069
5000,-77,-1638,8.154856381
5000,-75,-1877,7.868721069
5000,-70,-1102,7.15338279
5000,-67,-1928,6.724179823
5000,-74,-1776,7.725653414
5000,-74,-1222,7.725653414
5000,-69,-938,7.010315135
5000,-67,-1790,6.724179823
5000,-66,-1621,6.581112167
5000,-68,-1046,6.867247479
5000,-66,-1476,6.581112167
5000,-70,-1264,7.15338279
5000,-73,-1668,7.582585758
5000,-67,-1173,6.724179823
5000,-73,-1049,7.582585758
,,,
5000,-71,-1113,7.296450446
5000,-68,-1570,6.867247479
,,,
5000,-71,-1278,7.296450446
,,,
5000,-72,-850,7.439518102
5000,-67,-1227,6.724179823
5000,-65,-1301,6.438044511
5000,-67,-1369,6.724179823
5000,-68,-1578,6.867247479
5000,-70,-1276,7.15338279
5000,-75,-2614,7.868721069
5000,-74,-1536,7.725653414
,,,
5000,-74,-1279,7.725653414
5000,-71,-1372,7.296450446
,,,
5000,-72,-1511,7.439518102
5000,-75,-1678,7.868721069
,,,
5000,-72,-1354,7.439518102
5000,-70,-1168,7.15338279
5000,-71,-1497,7.296450446
5000,-71,-1377,7.296450446
5000,-73,-588,7.582585758
5000,-78,-1024,8.297924037
,,,
5000,-73,-1532,7.582585758
5000,-75,-1202,7.868721069
5000,-74,-638,7.725653414
,,,
5000,-76,-1398,8.011788725
5000,-73,-181,7.582585758
5000,-71,-613,7.296450446
5000,-78,-2109,8.297924037
5000,-74,-2264,7.725653414
5000,-73,-817,7.582585758
5000,-70,-1188,7.15338279
5000,-71,-1232,7.296450446
,,,
5000,-72,-2538,7.439518102
5000,-73,-1444,7.582585758
5000,-72,-407,7.439518102
5000,-73,-1673,7.582585758
5000,-70,-367,7.15338279
5000,-74,-1240,7.725653414
5000,-75,-760,7.868721069
5000,-73,-1457,7.582585758
5000,-72,-1003,7.439518102
5000,-72,-1195,7.439518102
5000,-71,-1373,7.296450446
5000,-70,-1104,7.15338279
5000,-70,-1240,7.15338279
5000,-71,-1160,7.296450446
5000,-69,-2015,7.010315135
5000,-66,-1176,6.581112167
5000,-67,-1653,6.724179823
5000,-65,-1970,6.438044511
5000,-67,-1347,6.724179823
5000,-66,-1192,6.581112167
5000,-66,-1379,6.581112167
5000,-68,-1044,6.867247479
5000,-67,-1420,6.724179823
5000,-66,-1067,6.581112167
5000,-65,-1001,6.438044511
5000,-69,-1435,7.010315135
5000,-68,-1446,6.867247479
5000,-70,-1171,7.15338279
5000,-70,-1297,7.15338279
5000,-72,-1339,7.439518102
5000,-71,-1741,7.296450446
5000,-72,-1328,7.439518102
5000,-72,-1569,7.439518102
5000,-71,-1767,7.296450446
5000,-73,-1697,7.582585758
5000,-75,-1626,7.868721069
5000,-74,-2864,7.725653414
5000,-74,-2174,7.725653414
5000,-73,-2483,7.582585758
5000,-75,-2372,7.868721069
5000,-74,-2145,7.725653414
5000,-74,-1854,7.725653414
5000,-74,-1664,7.725653414
5000,-72,-2550,7.439518102
5000,-72,-1814,7.439518102
5000,-72,-1755,7.439518102
5000,-72,-1915,7.439518102
5000,-72,-1273,7.439518102
5000,-70,-1123,7.15338279
5000,-73,-2022,7.582585758
5000,-73,-1214,7.582585758
5000,-73,-1578,7.582585758
5000,-74,-1376,7.725653414
5000,-71,-1764,7.296450446
5000,-71,-1321,7.296450446
5000,-68,-1524,6.867247479
5000,-68,-1746,6.867247479
5000,-69,-1702,7.010315135
5000,-69,-1800,7.010315135
5000,-69,-979,7.010315135
5000,-68,-1428,6.867247479
5000,-69,-1605,7.010315135
5000,-70,-1542,7.15338279
5000,-71,-812,7.296450446
,,,
10000,-72,5853,5.2
10000,-74,5381,5.4
10000,-77,5779,5.7
10000,-73,4459,5.3
10000,-80,5835,6
10000,-74,5127,5.4
10000,-75,4514,5.5
10000,-73,4665,5.3
10000,-80,4601,6
10000,-78,2012,5.8
10000,-79,6058,5.9
10000,-78,6302,5.8
10000,-79,6129,5.9
10000,-76,4766,5.6
10000,-82,5401,6.2
10000,-75,5199,5.5
10000,-81,5880,6.1
10000,-79,4112,5.9
10000,-78,5374,5.8
10000,-77,5469,5.7
10000,-78,5783,5.8
10000,-77,4798,5.7
10000,-84,5995,6.4
10000,-81,5363,6.1
10000,-77,5750,5.7
10000,-77,5088,5.7
10000,-70,5962,5
10000,-78,4511,5.8
10000,-77,4275,5.7
10000,-74,5270,5.4
10000,-76,4547,5.6
10000,-78,4626,5.8
10000,-76,5043,5.6
10000,-75,5592,5.5
10000,-76,4787,5.6
10000,-76,5684,5.6
10000,-74,4954,5.4
10000,-76,5180,5.6
10000,-76,4645,5.6
10000,-79,5283,5.9
10000,-76,4759,5.6
10000,-77,4849,5.7
10000,-75,4023,5.5
10000,-75,4572,5.5
10000,-74,4356,5.4
10000,-74,5038,5.4
10000,-74,4970,5.4
10000,-78,4960,5.8
10000,-78,4806,5.8
10000,-76,4474,5.6
10000,-75,4930,5.5
10000,-77,5138,5.7
10000,-75,5085,5.5
10000,-76,5204,5.6
10000,-74,4948,5.4
10000,-80,4612,6
10000,-79,4915,5.9
10000,-76,4106,5.6
10000,-75,4773,5.5
10000,-77,4658,5.7
10000,-75,4706,5.5
10000,-75,4712,5.5
10000,-75,4668,5.5
10000,-76,4240,5.6
10000,-74,4492,5.4
10000,-74,4639,5.4
10000,-75,5119,5.5
10000,-74,4478,5.4
10000,-75,5199,5.5
10000,-74,4801,5.4
10000,-74,4989,5.4
10000,-75,4985,5.5
10000,-79,5387,5.9
10000,-78,4644,5.8
10000,-77,4196,5.7
10000,-78,4525,5.8
10000,-77,5631,5.7
10000,-77,5011,5.7
10000,-81,5554,6.1
10000,-78,4219,5.8
10000,-80,5541,6
10000,-78,4757,5.8
10000,-79,4896,5.9
10000,-76,4876,5.6
10000,-77,5323,5.7
10000,-82,5518,6.2
10000,-80,5865,6
10000,-76,5243,5.6
10000,-82,5402,6.2
10000,-81,4793,6.1
10000,-83,5860,6.3
10000,-78,4471,5.8
10000,-78,4746,5.8
10000,-75,4184,5.5
,,,
15000,-71,8566,4.336398184
15000,-71,9129,4.336398184
15000,-71,8243,4.336398184
15000,-70,9531,4.251370769
15000,-72,8896,4.421425599
15000,-71,9515,4.336398184
15000,-70,8709,4.251370769
15000,-68,9540,4.081315938
15000,-69,8792,4.166343353
15000,-68,10235,4.081315938
15000,-68,8985,4.081315938
15000,-67,9995,3.996288523
15000,-69,8943,4.166343353
15000,-71,10072,4.336398184
15000,-71,9579,4.336398184
15000,-71,9965,4.336398184
15000,-69,9158,4.166343353
15000,-69,9580,4.166343353
15000,-70,9005,4.251370769
15000,-69,9958,4.166343353
15000,-70,8853,4.251370769
15000,-69,9891,4.166343353
15000,-69,9099,4.166343353
15000,-69,9603,4.166343353
15000,-69,9177,4.166343353
15000,-72,9894,4.421425599
15000,-70,8878,4.251370769
15000,-72,9027,4.421425599
15000,-72,8814,4.421425599
15000,-73,9079,4.506453015
15000,-72,8611,4.421425599
15000,-72,9575,4.421425599
15000,-71,8825,4.336398184
15000,-72,9537,4.421425599
15000,-72,9186,4.421425599
15000,-71,9610,4.336398184
15000,-69,8566,4.166343353
15000,-71,9466,4.336398184
15000,-71,8578,4.336398184
15000,-70,9509,4.251370769
15000,-70,9682,4.251370769
15000,-71,9585,4.336398184
15000,-72,8577,4.421425599
15000,-70,9585,4.251370769
15000,-70,8472,4.251370769
15000,-70,9985,4.251370769
15000,-71,7838,4.336398184
15000,-71,8958,4.336398184
15000,-71,8315,4.336398184
15000,-72,9450,4.421425599
15000,-73,8703,4.506453015
15000,-73,9110,4.506453015
15000,-73,9174,4.506453015
15000,-72,9605,4.421425599
15000,-71,9015,4.336398184
15000,-72,9485,4.421425599
15000,-71,9174,4.336398184
15000,-71,7917,4.336398184
15000,-71,9414,4.336398184
15000,-70,8748,4.251370769
15000,-72,9165,4.421425599
15000,-72,8805,4.421425599
15000,-72,9010,4.421425599
15000,-72,8730,4.421425599
15000,-70,9547,4.251370769
15000,-71,8853,4.336398184
15000,-71,9631,4.336398184
15000,-70,9146,4.251370769
15000,-72,9169,4.421425599
15000,-71,8279,4.336398184
15000,-71,9304,4.336398184
,,,
15000,-72,8919,4.421425599
15000,-72,9928,4.421425599
15000,-71,9460,4.336398184
15000,-70,9338,4.251370769
15000,-69,8286,4.166343353
15000,-70,9653,4.251370769
15000,-70,8218,4.251370769
15000,-72,9213,4.421425599
15000,-71,8269,4.336398184
15000,-70,9219,4.251370769
15000,-73,7867,4.506453015
15000,-70,9269,4.251370769
15000,-70,8461,4.251370769
15000,-71,9128,4.336398184
15000,-71,9392,4.336398184
15000,-71,9346,4.336398184
15000,-73,8569,4.506453015
15000,-71,9355,4.336398184
15000,-70,8537,4.251370769
15000,-70,8514,4.251370769
15000,-70,8339,4.251370769
15000,-70,9727,4.251370769
15000,-69,8734,4.166343353
15000,-70,9879,4.251370769
15000,-71,9541,4.336398184
15000,-71,9933,4.336398184
15000,-72,8599,4.421425599
15000,-67,9712,3.996288523
15000,-68,9316,4.081315938
15000,-69,9606,4.166343353
15000,-70,9273,4.251370769
15000,-70,9641,4.251370769
15000,-69,9019,4.166343353
15000,-67,9894,3.996288523
15000,-67,8817,3.996288523
15000,-67,9094,3.996288523
15000,-66,8221,3.911261107
15000,-66,8697,3.911261107
15000,-66,8137,3.911261107
15000,-67,10003,3.996288523
15000,-67,9103,3.996288523
15000,-67,9755,3.996288523
15000,-67,9126,3.996288523
15000,-66,9467,3.911261107
15000,-67,8864,3.996288523
15000,-67,9803,3.996288523
15000,-68,9041,4.081315938
15000,-68,9775,4.081315938
15000,-68,8311,4.081315938
15000,-68,9397,4.081315938
15000,-69,9235,4.166343353
15000,-70,9122,4.251370769
15000,-70,8733,4.251370769
15000,-69,9520,4.166343353
15000,-69,8526,4.166343353
15000,-70,9690,4.251370769
15000,-70,9010,4.251370769
15000,-69,9496,4.166343353
15000,-68,8524,4.081315938
15000,-67,9617,3.996288523
15000,-67,8918,3.996288523
15000,-66,9533,3.911261107
15000,-67,8939,3.996288523
15000,-67,9705,3.996288523
15000,-67,9022,3.996288523
15000,-67,9230,3.996288523
15000,-67,8981,3.996288523
15000,-67,9618,3.996288523
15000,-67,8746,3.996288523
15000,-67,9513,3.996288523
15000,-66,8595,3.911261107
15000,-67,9508,3.996288523
15000,-67,8314,3.996288523
15000,-69,9998,4.166343353
15000,-67,8316,3.996288523
15000,-69,9574,4.166343353
15000,-73,8317,4.506453015
15000,-72,9269,4.421425599
15000,-67,8037,3.996288523
15000,-70,9536,4.251370769
15000,-71,8457,4.336398184
15000,-69,9501,4.166343353
15000,-72,8486,4.421425599
15000,-70,9820,4.251370769
15000,-69,8814,4.166343353
15000,-69,9400,4.166343353
15000,-68,8752,4.081315938
15000,-68,9473,4.081315938
15000,-71,8729,4.336398184
15000,-70,9652,4.251370769
15000,-70,9322,4.251370769
15000,-72,9480,4.421425599
15000,-69,9213,4.166343353
15000,-71,9562,4.336398184
15000,-71,9368,4.336398184
15000,-71,8837,4.336398184
15000,-71,9245,4.336398184
15000,-71,9054,4.336398184
15000,-71,9009,4.336398184
15000,-71,9219,4.336398184
15000,-70,9021,4.251370769
15000,-69,9837,4.166343353
15000,-67,8662,3.996288523
15000,-69,9756,4.166343353
15000,-72,8758,4.421425599
15000,-71,9347,4.336398184
,,,
20000,-70,14285,3.843108934
20000,-72,14818,3.996833292
20000,-71,14450,3.919971113
20000,-71,14111,3.919971113
20000,-73,14245,4.07369547
20000,-73,14151,4.07369547
20000,-70,13775,3.843108934
20000,-71,14495,3.919971113
20000,-73,14230,4.07369547
20000,-73,15008,4.07369547
20000,-73,13834,4.07369547
20000,-72,14797,3.996833292
20000,-72,14452,3.996833292
20000,-71,14693,3.919971113
20000,-71,14168,3.919971113
20000,-70,14024,3.843108934
20000,-71,14283,3.919971113
20000,-71,14687,3.919971113
20000,-71,13881,3.919971113
20000,-72,14552,3.996833292
20000,-71,14283,3.919971113
20000,-73,14876,4.07369547
20000,-72,14329,3.996833292
20000,-70,15016,3.843108934
20000,-70,14110,3.843108934
20000,-70,14770,3.843108934
20000,-72,14490,3.996833292
20000,-72,14647,3.996833292
20000,-70,14638,3.843108934
20000,-71,14603,3.919971113
20000,-71,14095,3.919971113
20000,-72,14640,3.996833292
20000,-72,14158,3.996833292
20000,-71,14141,3.919971113
20000,-72,13942,3.996833292
20000,-73,15340,4.07369547
20000,-72,14400,3.996833292
20000,-73,14455,4.07369547
20000,-69,14034,3.766246756
20000,-70,14589,3.843108934
20000,-71,14684,3.919971113
20000,-71,14817,3.919971113
20000,-71,14417,3.919971113
20000,-71,14652,3.919971113
20000,-73,13934,4.07369547
20000,-71,14599,3.919971113
20000,-72,13896,3.996833292
20000,-72,14435,3.996833292
20000,-72,14274,3.996833292
20000,-72,14551,3.996833292
20000,-72,14105,3.996833292
20000,-71,14907,3.919971113
20000,-71,14392,3.919971113
20000,-72,14879,3.996833292
20000,-72,14669,3.996833292
20000,-72,14714,3.996833292
20000,-72,13832,3.996833292
20000,-72,14552,3.996833292
20000,-72,14045,3.996833292
20000,-71,14176,3.919971113
20000,-72,14273,3.996833292
20000,-72,14640,3.996833292
20000,-72,13844,3.996833292
20000,-72,14724,3.996833292
20000,-71,14117,3.919971113
20000,-72,14647,3.996833292
20000,-72,14420,3.996833292
20000,-72,14273,3.996833292
20000,-73,14228,4.07369547
20000,-72,14478,3.996833292
,,,
25000,-73,19562,3.791292879
25000,-73,19088,3.791292879
25000,-72,19452,3.719759051
25000,-71,19995,3.648225223
25000,-72,19249,3.719759051
25000,-72,19863,3.719759051
25000,-72,18994,3.719759051
25000,-72,20020,3.719759051
25000,-72,19378,3.719759051
25000,-73,19913,3.791292879
25000,-73,19056,3.791292879
25000,-72,19661,3.719759051
25000,-72,19224,3.719759051
25000,-71,19769,3.648225223
25000,-72,19336,3.719759051
25000,-71,19023,3.648225223
25000,-72,19227,3.719759051
25000,-72,19189,3.719759051
25000,-71,19284,3.648225223
25000,-72,19549,3.719759051
25000,-71,19302,3.648225223
25000,-72,18754,3.719759051
25000,-72,19490,3.719759051
25000,-70,19605,3.576691395
25000,-73,20004,3.791292879
25000,-72,19332,3.719759051
25000,-72,19392,3.719759051
25000,-71,19371,3.648225223
25000,-71,18906,3.648225223
25000,-71,19296,3.648225223
25000,-71,18996,3.648225223
25000,-72,18711,3.719759051
25000,-72,19554,3.719759051
25000,-72,19390,3.719759051
25000,-72,19326,3.719759051
25000,-72,19418,3.719759051
25000,-72,19277,3.719759051
25000,-71,19867,3.648225223
25000,-72,19536,3.719759051
25000,-71,19554,3.648225223
25000,-72,19560,3.719759051
25000,-71,19382,3.648225223
25000,-72,19235,3.719759051
25000,-72,19258,3.719759051
25000,-73,19145,3.791292879
25000,-72,19552,3.719759051
25000,-72,19465,3.719759051
25000,-72,19108,3.719759051
25000,-71,19395,3.648225223
25000,-71,19926,3.648225223
25000,-72,19585,3.719759051
25000,-72,19612,3.719759051
25000,-72,19587,3.719759051
25000,-71,18930,3.648225223
25000,-72,19314,3.719759051
25000,-71,19662,3.648225223
25000,-69,19476,3.505157567
25000,-71,19946,3.648225223
25000,-71,19496,3.648225223
25000,-74,19549,3.862826707
25000,-74,19008,3.862826707
25000,-74,18930,3.862826707
25000,-73,19365,3.791292879
25000,-73,19563,3.791292879
25000,-73,19777,3.791292879
25000,-74,19339,3.862826707
25000,-74,19293,3.862826707
25000,-73,19184,3.791292879
25000,-74,19360,3.862826707
25000,-74,18535,3.862826707
,,,
30000,-76,23291,3.791157958
30000,-75,23521,3.723458709
30000,-75,23149,3.723458709
30000,-76,23802,3.791157958
30000,-74,24007,3.65575946
30000,-77,23849,3.858857207
30000,-75,22847,3.723458709
30000,-73,23870,3.58806021
30000,-75,23115,3.723458709
30000,-74,24097,3.65575946
30000,-72,22472,3.520360961
30000,-73,24105,3.58806021
30000,-73,25402,3.58806021
30000,-74,23649,3.65575946
30000,-74,23464,3.65575946
30000,-74,24192,3.65575946
30000,-74,23626,3.65575946
30000,-73,23501,3.58806021
30000,-73,23810,3.58806021
30000,-76,23274,3.791157958
30000,-77,23815,3.858857207
30000,-75,23473,3.723458709
30000,-77,23877,3.858857207
30000,-75,23774,3.723458709
30000,-75,22668,3.723458709
30000,-74,24013,3.65575946
30000,-73,24203,3.58806021
30000,-75,23317,3.723458709
30000,-75,23986,3.723458709
30000,-76,24511,3.791157958
30000,-75,23912,3.723458709
30000,-76,23478,3.791157958
30000,-77,24002,3.858857207
30000,-76,24816,3.791157958
30000,-76,24398,3.791157958
30000,-77,23820,3.858857207
30000,-76,23602,3.791157958
30000,-76,23313,3.791157958
30000,-76,23888,3.791157958
30000,-77,23948,3.858857207
30000,-77,23931,3.858857207
30000,-78,23093,3.926556457
30000,-76,24178,3.791157958
30000,-78,24358,3.926556457
