Column1,Column2,Column3,Column4
50000,-93,44899,4.296720943
50000,-92,45098,4.237861752
50000,-92,45283,4.237861752
50000,-92,44521,4.237861752
50000,-93,45665,4.296720943
50000,-93,45255,4.296720943
50000,-91,45141,4.179002561
50000,-91,44755,4.179002561
50000,-91,44748,4.179002561
50000,-92,44922,4.237861752
50000,-94,45719,4.355580135
50000,-93,45413,4.296720943
50000,-93,45756,4.296720943
50000,-93,44051,4.296720943
50000,-92,45257,4.237861752
50000,-92,44737,4.237861752
50000,-92,45079,4.237861752
50000,-92,44490,4.237861752
50000,-92,45699,4.237861752
50000,-91,44989,4.179002561
50000,-92,45945,4.237861752
50000,-92,45040,4.237861752
50000,-91,42738,4.179002561
50000,-91,44557,4.179002561
50000,-91,44817,4.179002561
50000,-91,45310,4.179002561
50000,-91,45850,4.179002561
50000,-91,44798,4.179002561
50000,-91,45413,4.179002561
50000,-91,45074,4.179002561
50000,-91,44855,4.179002561
50000,-91,45391,4.179002561
50000,-91,45656,4.179002561
50000,-91,45163,4.179002561
50000,-92,45786,4.237861752
50000,-93,45528,4.296720943
50000,-94,44515,4.355580135
50000,-94,44655,4.355580135
50000,-94,44717,4.355580135
50000,-94,45521,4.355580135
50000,-94,46253,4.355580135
50000,-94,45340,4.355580135
50000,-91,44308,4.179002561
50000,-90,44693,4.12014337
50000,-91,44900,4.179002561
50000,-90,45345,4.12014337
50000,-90,44350,4.12014337
50000,-92,45064,4.237861752
50000,-92,45755,4.237861752
50000,-92,45014,4.237861752
50000,-94,45169,4.355580135
50000,-96,45915,4.473298517
50000,-96,45811,4.473298517
50000,-95,46008,4.414439326
50000,-95,45438,4.414439326
50000,-94,45836,4.355580135
50000,-94,45525,4.355580135
50000,-93,45227,4.296720943
50000,-93,46048,4.296720943
50000,-94,45663,4.355580135
50000,-93,44869,4.296720943
50000,-93,46036,4.296720943
50000,-93,45457,4.296720943
50000,-93,45274,4.296720943
50000,-93,44670,4.296720943
50000,-92,46117,4.237861752
50000,-90,56826,4.12014337
50000,-90,55746,4.12014337
50000,-91,71832,4.179002561
50000,-91,49036,4.179002561
50000,-91,48764,4.179002561
50000,-92,48369,4.237861752
50000,-91,47861,4.179002561
50000,-92,55790,4.237861752
50000,-92,48048,4.237861752
50000,-90,47116,4.12014337
50000,-91,46821,4.179002561
50000,-91,65913,4.179002561
50000,-92,61499,4.237861752
50000,-91,66042,4.179002561
50000,-91,62524,4.179002561
50000,-91,52990,4.179002561
50000,-91,50469,4.179002561
50000,-91,48786,4.179002561
50000,-90,52926,4.12014337
50000,-91,54944,4.179002561
50000,-92,49856,4.237861752
50000,-90,64614,4.12014337
50000,-92,50764,4.237861752
50000,-90,65797,4.12014337
50000,-91,48992,4.179002561
50000,-91,66923,4.179002561
50000,-91,65619,4.179002561
50000,-91,60212,4.179002561
50000,-91,48829,4.179002561
50000,-91,60019,4.179002561
50000,-91,50048,4.179002561
50000,-91,53230,4.179002561
50000,-92,54546,4.237861752
50000,-92,53546,4.237861752
50000,-92,47203,4.237861752
50000,-91,49715,4.179002561
50000,-92,48682,4.237861752
50000,-90,59021,4.12014337
50000,-90,47507,4.12014337
50000,-90,52253,4.12014337
50000,-91,47732,4.179002561
50000,-91,48171,4.179002561
50000,-92,47149,4.237861752
50000,-93,49617,4.296720943
50000,-93,55013,4.296720943
50000,-92,47820,4.237861752
50000,-93,47083,4.296720943
50000,-94,48031,4.355580135
50000,-94,47408,4.355580135
50000,-93,48050,4.296720943
,,,
5000,-73,-804,7.582585758
5000,-72,-1208,7.439518102
5000,-70,-819,7.15338279
5000,-75,-1473,7.868721069
5000,-74,-1182,7.725653414
5000,-66,-1104,6.581112167
5000,-66,-852,6.581112167
5000,-67,-1967,6.724179823
5000,-66,-911,6.581112167
5000,-66,-1483,6.581112167
5000,-65,-1078,6.438044511
5000,-70,-1218,7.15338279
5000,-74,-726,7.725653414
5000,-70,-2795,7.15338279
5000,-69,-1162,7.010315135
5000,-74,-1480,7.725653414
5000,-72,-1410,7.439518102
5000,-70,-2247,7.15338279
5000,-70,-1231,7.15338279
5000,-70,-1115,7.15338279
5000,-72,-968,7.439518102
5000,-70,-1032,7.15338279
5000,-67,-1265,6.724179823
5000,-72,-1677,7.439518102
5000,-67,-1090,6.724179823
5000,-70,-1546,7.15338279
5000,-69,-1009,7.010315135
5000,-66,-1371,6.581112167
5000,-68,-1403,6.867247479
5000,-68,-987,6.867247479
5000,-66,-1252,6.581112167
5000,-66,-1581,6.581112167
5000,-66,-927,6.581112167
5000,-68,-1774,6.867247479
5000,-68,-594,6.867247479
5000,-69,-1927,7.010315135
5000,-70,-924,7.15338279
5000,-72,-544,7.439518102
5000,-71,-760,7.296450446
5000,-72,-1278,7.439518102
5000,-71,-843,7.296450446
5000,-69,-1202,7.010315135
5000,-70,-1245,7.15338279
5000,-70,-840,7.15338279
5000,-73,-724,7.582585758
5000,-73,-2389,7.582585758
5000,-72,-273,7.439518102
5000,-71,-2076,7.296450446
5000,-71,-914,7.296450446
5000,-71,-2196,7.296450446
5000,-71,-1253,7.296450446
5000,-71,-2455,7.296450446
5000,-71,-563,7.296450446
5000,-70,-4002,7.15338279
5000,-66,-205,6.581112167
5000,-66,-780,6.581112167
5000,-65,-236,6.438044511
5000,-66,-438,6.581112167
5000,-75,-1569,7.868721069
5000,-67,-578,6.724179823
5000,-67,-1588,6.724179823
5000,-68,-1041,6.867247479
5000,-71,-1850,7.296450446
5000,-73,-823,7.582585758
5000,-66,-988,6.581112167
5000,-65,-977,6.438044511
5000,-65,-1161,6.438044511
5000,-63,-976,6.1519092
5000,-63,-901,6.1519092
5000,-64,-1010,6.294976856
5000,-65,-1216,6.438044511
5000,-65,-1114,6.438044511
5000,-65,-1076,6.438044511
5000,-66,-1280,6.581112167
5000,-66,-1428,6.581112167
5000,-66,-1700,6.581112167
5000,-66,-2291,6.581112167
5000,-66,-1437,6.581112167
5000,-65,-1303,6.438044511
5000,-64,-1372,6.294976856
5000,-67,-1412,6.724179823
5000,-71,-1095,7.296450446
5000,-65,-1583,6.438044511
5000,-65,-1237,6.438044511
5000,-69,-1453,7.010315135
5000,-65,-982,6.438044511
5000,-64,-1203,6.294976856
5000,-64,-562,6.294976856
5000,-64,-1043,6.294976856
5000,-63,-1139,6.1519092
5000,-69,-847,7.010315135
5000,-78,-1049,8.297924037
5000,-79,-293,8.440991693
5000,-77,-1590,8.154856381
5000,-74,75,7.725653414
5000,-74,-876,7.725653414
5000,-72,-444,7.439518102
5000,-73,-1353,7.582585758
5000,-68,-673,6.867247479
5000,-71,-1196,7.296450446
5000,-68,-913,6.867247479
5000,-68,-1447,6.867247479
5000,-68,-952,6.867247479
5000,-67,-988,6.724179823
5000,-67,-1217,6.724179823
5000,-67,-1252,6.724179823
5000,-67,-1412,6.724179823
5000,-68,-1179,6.867247479
5000,-68,-1267,6.867247479
5000,-67,-944,6.724179823
5000,-68,-1219,6.867247479
5000,-68,-895,6.867247479
5000,-67,-1063,6.724179823
5000,-67,-1297,6.724179823
5000,-67,-1317,6.724179823
5000,-68,-1349,6.867247479
5000,-67,-655,6.724179823
5000,-68,-1631,6.867247479
5000,-65,-1452,6.438044511
5000,-66,-872,6.581112167
5000,-67,-940,6.724179823
5000,-69,-1192,7.010315135
5000,-69,-1037,7.010315135
5000,-68,-924,6.867247479
5000,-69,-1364,7.010315135
5000,-65,-1312,6.438044511
5000,-71,-1157,7.296450446
5000,-69,-1222,7.010315135
5000,-70,-874,7.15338279
5000,-70,-976,7.15338279
5000,-69,-778,7.010315135
5000,-70,-1376,7.15338279
5000,-73,-1774,7.582585758
5000,-69,-1607,7.010315135
5000,-65,-1150,6.438044511
5000,-64,-1244,6.294976856
5000,-68,-1305,6.867247479
5000,-67,-1326,6.724179823
5000,-71,-1554,7.296450446
5000,-66,-1378,6.581112167
5000,-65,-2020,6.438044511
5000,-66,-1086,6.581112167
5000,-74,-1152,7.725653414
5000,-68,-1670,6.867247479
5000,-70,-1393,7.15338279
5000,-68,-1464,6.867247479
5000,-78,-1023,8.297924037
5000,-73,-2328,7.582585758
5000,-71,-2153,7.296450446
5000,-72,-800,7.439518102
5000,-67,-2412,6.724179823
5000,-69,-1197,7.010315135
5000,-70,-634,7.15338279
5000,-67,-1219,6.724179823
5000,-67,-1924,6.724179823
5000,-72,-1386,7.439518102
5000,-68,-2073,6.867247479
5000,-69,-938,7.010315135
5000,-69,-1178,7.010315135
5000,-65,-1085,6.438044511
5000,-64,-1644,6.294976856
5000,-66,-1161,6.581112167
5000,-68,-1613,6.867247479
5000,-72,-1513,7.439518102
5000,-66,-994,6.581112167
5000,-79,-122,8.440991693
5000,-71,-575,7.296450446
5000,-69,-1280,7.010315135
5000,-64,-1032,6.294976856
5000,-66,-1401,6.581112167
5000,-71,-1420,7.296450446
5000,-72,-1463,7.439518102
5000,-72,-1713,7.439518102
5000,-73,-1560,7.582585758
5000,-73,-1508,7.582585758
5000,-73,-301,7.582585758
5000,-70,-981,7.15338279
5000,-71,-2399,7.296450446
5000,-75,-1133,7.868721069
5000,-72,-1256,7.439518102
5000,-72,-1037,7.439518102
5000,-73,-1572,7.582585758
5000,-71,-1489,7.296450446
5000,-72,-760,7.439518102
5000,-73,-712,7.582585758
5000,-74,-1149,7.725653414
5000,-68,-1055,6.867247479
5000,-70,-1438,7.15338279
5000,-69,-833,7.010315135
5000,-67,-1246,6.724179823
5000,-68,-1072,6.867247479
5000,-66,-1176,6.581112167
5000,-68,-1887,6.867247479
5000,-66,-686,6.581112167
5000,-68,-1497,6.867247479
5000,-66,-2057,6.581112167
,,,
5000,-68,-238,6.867247479
5000,-70,-1358,7.15338279
5000,-72,-747,7.439518102
5000,-72,-3077,7.439518102
5000,-72,-685,7.439518102
5000,-73,-5686,7.582585758
5000,-71,-1106,7.296450446
5000,-71,-32,7.296450446
5000,-71,-1258,7.296450446
5000,-71,-2631,7.296450446
5000,-71,-1070,7.296450446
5000,-70,-1852,7.15338279
5000,-69,-862,7.010315135
5000,-66,-1187,6.581112167
5000,-66,-677,6.581112167
5000,-65,-1282,6.438044511
5000,-66,-870,6.581112167
5000,-66,-948,6.581112167
5000,-68,-1177,6.867247479
5000,-69,-2312,7.010315135
5000,-72,-544,7.439518102
5000,-71,-1366,7.296450446
5000,-73,-1032,7.582585758
5000,-70,-1539,7.15338279
5000,-73,-665,7.582585758
5000,-69,-1372,7.010315135
5000,-65,-797,6.438044511
5000,-66,-1827,6.581112167
5000,-67,-965,6.724179823
5000,-67,-1311,6.724179823
5000,-67,-1398,6.724179823
5000,-68,-1587,6.867247479
5000,-67,-1032,6.724179823
5000,-71,-1023,7.296450446
5000,-69,-512,7.010315135
5000,-66,-1514,6.581112167
5000,-67,-1462,6.724179823
5000,-67,-1305,6.724179823
5000,-68,-1071,6.867247479
5000,-75,-1583,7.868721069
5000,-71,-1577,7.296450446
5000,-72,-1535,7.439518102
5000,-68,-1064,6.867247479
5000,-67,-1532,6.724179823
5000,-68,-1546,6.867247479
5000,-71,-1248,7.296450446
5000,-70,-912,7.15338279
5000,-67,-1023,6.724179823
5000,-68,-926,6.867247479
5000,-68,-206,6.867247479
5000,-64,-826,6.294976856
5000,-71,-776,7.296450446
5000,-65,-946,6.438044511
5000,-71,-723,7.296450446
5000,-70,-1164,7.15338279
5000,-71,-341,7.296450446
5000,-67,-1536,6.724179823
5000,-69,-428,7.010315135
5000,-68,-1133,6.867247479
5000,-67,-704,6.724179823
5000,-72,-826,7.439518102
5000,-67,-1197,6.724179823
5000,-74,-1999,7.725653414
5000,-69,-459,7.010315135
5000,-71,-1430,7.296450446
5000,-71,-838,7.296450446
5000,-70,-1186,7.15338279
5000,-71,-386,7.296450446
5000,-72,-1755,7.439518102
5000,-71,-1504,7.296450446
5000,-69,-743,7.010315135
5000,-71,-1704,7.296450446
5000,-68,-864,6.867247479
5000,-73,-975,7.582585758
5000,-75,-1763,7.868721069
5000,-69,-1550,7.010315135
5000,-70,-1291,7.15338279
5000,-73,-446,7.582585758
5000,-70,-770,7.15338279
5000,-69,96,7.010315135
5000,-76,-8,8.011788725
5000,-75,-166,7.868721069
5000,-75,86,7.868721069
5000,-73,53,7.582585758
5000,-75,-376,7.868721069
5000,-75,372,7.868721069
5000,-76,144,8.011788725
5000,-78,80,8.297924037
5000,-77,-994,8.154856381
5000,-77,-1310,8.154856381
5000,-74,-1265,7.725653414
5000,-75,-1531,7.868721069
5000,-72,-381,7.439518102
5000,-73,-1258,7.582585758
5000,-74,-1454,7.725653414
5000,-75,-1279,7.868721069
5000,-76,-1649,8.011788725
5000,-79,-563,8.440991693
5000,-73,-823,7.582585758
5000,-76,-749,8.011788725
5000,-74,-1675,7.725653414
5000,-71,-1369,7.296450446
5000,-74,-1744,7.725653414
5000,-77,-2000,8.154856381
5000,-75,-837,7.868721069
5000,-73,274,7.582585758
5000,-77,-692,8.154856381
5000,-77,-392,8.154856381
5000,-72,-92,7.439518102
5000,-68,210,6.867247479
5000,-68,-1557,6.867247479
5000,-65,50,6.438044511
5000,-63,-985,6.1519092
5000,-61,-716,5.865773888
5000,-60,-1354,5.722706232
5000,-62,-1198,6.008841544
5000,-62,-1078,6.008841544
5000,-65,-1077,6.438044511
5000,-62,-1124,6.008841544
5000,-64,-885,6.294976856
5000,-63,-924,6.1519092
5000,-62,-916,6.008841544
5000,-62,-946,6.008841544
5000,-61,-2354,5.865773888
5000,-63,-1310,6.1519092
5000,-67,-1002,6.724179823
