1.2,,8.112,8.002,8.877,8.577,8.466,8.805,7.82,7.189,7.126,7.043,6.402,5.223,6.406,6.007,6.067,4.973,5.782,4.999,4.863,4.994,5.03,6.926,7.007,5.089,4.346,6.095,5.768,4.007,3.642,3.446,3.3,2.402,2.321,2.221,2.017,2.836,2.667,2.36
1.2,,7.909,7.754,7.719,12.72,11.903,9.054,8.775,8.795,3.375,7.937,5.706,7.945,9.933,6.62,5.594,6.27,4.666,4.297,1.251,6.333,4.849,3.733,5.683,5.228,4.682,5.226,3.819,3.61,4.628,6.707,6.091,2.941,7.485,6.02,2.328,5.742,4.005,6.23
1.2,,1.911,2.521,2.684,-0.163,2.024,0.707,2.314,2.99,4.718,3.647,2.074,5.069,3.81,4.694,6.256,5.757,7.7,6.587,8.616,8.064,4.55,5.769,9.403,10.619,10.469,11.678,10.176,9.443,12.579,10.685,10.827,8.28,9.144,9.774,11.662,11.539,11.622,10.677
1.2,,1.911,2.521,2.684,-0.163,2.024,0.707,2.314,2.99,4.718,3.647,2.074,5.069,3.81,4.694,6.256,5.757,7.7,6.587,8.616,8.064,4.55,5.769,9.403,10.619,10.469,11.678,10.176,9.443,12.579,10.685,10.827,8.28,9.144,9.774,11.662,11.539,11.622,10.677
