1.2,,5.678,6.294,6.405,4.689,6.597,7.627,9.326,5.5,6.944,7.33,5.287,6.655,7.422,4.222,6.091,7.095,3.247,5.826,7.23,8.014,6.5,7.667,8.589,8.299,8.374,8.421,8.63,10.286,6.398,8.603,7.842,8.487,6.755,7.66,10.86,8.525
1.2,,6.025,4.525,0.578,5.953,5.025,6.091,7.579,3.375,4.065,5.837,4.964,4.369,4.803,8.986,7.156,6.238,5.699,7.156,8.43,10.502,6.372,9.469,11.073,9.449,11.365,10.026,9.502,7.97,11.199,13.032,11.404,11.261,12.676,11.258,11.25,12.698
1.2,,3.802,2.375,3.189,5.027,4.277,4.849,4.504,4.963,2.823,6.535,4.244,2.829,3.126,4.115,3.316,2.317,3.631,4.244,5.268,3.838,3.011,4.411,2.671,2.106,3.931,3.383,3.829,3.822,3.83,3.35,3.971,6.471,4.605,5.608,4.233,4.14
1.2,,4.888,4.865,4.041,4.908,5.087,4.936,5.493,5.219,4.228,4.666,5.675,5.069,3.68,3.798,3.745,4.567,4.032,3.261,3.118,2.668,2.679,2.684,2.092,1.661,1.137,0.533,1.133,0.725,0.269,0.023,0.342,0.326,0.405,0.11,-1.117,-0.447
