1.2,,6.899,7.747,8.193,6.581,7.893,6.022,8.408,6.116,5.01,5.915,8.551,7.807,7.464,8.006,6.65,7.036,7.078,7.335,7.823,7.586,8.11,5.574,6.122,4.178,5.49,6.704,4.88,6.629,5.447,7.478,6.911,5.71,6.745,4.962,9.112,6.456,6.741,5.307,6.244,6.175,6.847,5.697,5.05,6.957,7.612
1.2,,9.705,9.392,9.215,9.117,8.599,7.784,10.321,8.691,7.953,9.021,9.299,8.92,8.588,5.018,7.792,7.609,7.178,6.491,6.343,6.523,8.139,7.079,7.681,5.31,5.025,5.195,5.013,4.338,2.618,4.404,3.978,5.082,4.323,5.436,3.418,3.89,4.632,3.638,3.649,2.614,3.437,3.27,3.964,2.886,3.195
1.2,,4.633,4.993,6.584,4.097,3.676,3.034,3.613,2.85,3.978,7.246,3.199,2.174,5.489,2.428,4.487,3.113,3.713,3.786,2.994,3.87,2.647,3.455,4.514,4.09,4.387,3.394,3.324,4.608,5.707,5.688,5.942,6.155,6.419,7.634,9.501,4.195,4.853,6.407,6.785,5.72,3.043,4.185,4.948,3.299,5.444
1.2,,1.003,1.119,-0.031,1.345,0.639,0.014,2.58,1.402,1.812,3.062,2.759,3.839,5.114,2.329,1.507,2.134,4.598,3.102,3.693,5.39,3.552,4.487,6.474,5.381,9.345,11.325,9.257,9.95,9.477,5.466,6.709,5.503,7.004,5.827,7.779,7.107,11.141,10.059,11.241,9.308,9.239,6.561,8.334,9.427,11.525
