1.2,,8.115,8.505,8.177,9.56,6.804,8.097,6.488,7.465,7.065,6.886,6.586,7.229,6.056,6.806,6.372,5.927,6.618,5.462,5.053,5.598,5.832,4.123,3.937,4.085,3.631,3.192,3.098,2.31,2.556,2.842,1.767,2.28,1.629,2.319,1.862
1.2,,7.981,8.79,6.719,6.41,7.955,7.769,7.789,4.907,8.154,4.817,4.97,6.115,4.325,3.866,3.853,6.444,6.221,7.162,5.19,4.032,6.836,5.242,6.1,6.763,5.754,6.028,4.101,5.213,6.69,5.756,4.812,6.105,6.152,5.677,5.561
1.2,,1.415,2.309,1.718,1.556,2.593,3.092,1.839,2.529,2.678,2.778,4.457,4.523,5.128,6.504,7.224,5.096,8.85,7.519,4.87,5.76,11.962,11.419,11.248,12.222,11.342,9.227,10.11,11.737,10.925,9.841,11.293,9.178,9.799,9.773,8.784
1.2,,4.283,5.839,4.366,4.292,4.721,4.356,3.292,2.9,3.464,5.408,4.15,3.896,3.662,5.176,5,4.454,5.296,4.214,2.547,4.419,7.114,4.772,5.64,8.085,8.125,6.618,5.522,8.222,7.483,5.072,5.301,7.477,5.027,2.493,3.634
