1.2,,6.144,4.849,5.935,5.268,5.196,5.369,4.8,6.22,5.787,5.239,4.243,7.548,4.783,5.848,6.273,7.868,5.551,5.304,5.05,6.474,7.318,4.355,6.464,5.129,5.964,8.081,5.875,5.619,6.714,6.564,5.036,2.6,6.269,7.673,4.919,5.994,4.749,4.77,5.408,7.013,6.792,7.538
1.2,,2.768,0.291,1.885,3.716,2.91,3.692,3.073,2.6,5.256,3.222,3.521,4.787,4.827,6.25,6.315,5.575,7.601,4.992,4.905,5.856,7.804,5.569,7.161,7.74,8.53,9.21,7.863,6.971,6.545,6.521,7.837,7.025,7.013,7.271,10.761,11.43,9.568,9.058,9.276,10.911,11.078,10.075
1.2,,6.571,6.429,5.567,9.653,7.883,6.285,4.962,4.268,6.764,7.589,4.509,4.998,5.437,4.44,4.804,4.963,4.591,5.414,4.631,4.874,3.969,4.069,5.114,6.13,3.743,4.893,5.176,3.201,4.314,3.761,4.235,2.867,7.464,6.122,5.008,5.324,5.663,5.319,7.107,6.273,5.384,5.991
1.2,,7.123,7.763,7.389,8.132,7.46,7.795,7.895,7.323,5.94,6.118,5.892,5.856,6.36,5.222,6.226,5.823,5.185,5.006,5.522,5.099,4.203,3.982,4.77,3.394,4.021,4.188,4.221,3.684,2.661,3.907,2.953,2.165,2.684,2.391,1.73,1.943,2.244,1.29,3.982,0.138,0.579,0.733
