1.2,,4.297,3.71,6.684,4.165,5.324,4.586,6.026,4.895,5.484,4.962,3.507,6.277,5.637,4.042,6.11,6.524,6.58,5.145,5.354,6.613,6.437,3.353,5.208,7.613,5.049,4.64,4.926,5.564,7.02,5.573,6.087,6.148,6.403,6.047,7.188,6.214,8.944,6.792,6.276,7.359,6.77,7.938,7.84
1.2,,1.7,1.8,1.687,1.276,2.941,2.977,4.251,1.922,3.989,4.159,5.786,3.201,6.538,5.974,5.959,5.095,5.081,6.753,6.104,8.172,5.426,5.573,8.161,6.862,9.27,8.455,7.605,7.15,7.676,8.406,10.133,9.917,10.442,10.674,8.835,7.461,11.204,10.019,10.536,11.564,9.485,10.9,8.794
1.2,,5.808,6.095,5.739,6.824,9.181,7.564,5.376,6.007,5.801,6.682,6.205,5.357,6.286,7.243,5.817,6.117,4.563,5.538,5.394,3.581,5.543,3.554,4.862,4.559,4.68,5.144,4.615,4.431,4.229,3.643,2.065,6.181,3.685,5.191,4.926,4.235,4.651,4.909,4.204,5.874,5.121,4.723,4.264
1.2,,5.808,6.095,5.739,6.824,9.181,7.564,5.376,6.007,5.801,6.682,6.205,5.357,6.286,7.243,5.817,6.117,4.563,5.538,5.394,3.581,5.543,3.554,4.862,4.559,4.68,5.144,4.615,4.431,4.229,3.643,2.065,6.181,3.685,5.191,4.926,4.235,4.651,4.909,4.204,5.874,5.121,4.723,4.264
