1.2,,5.431,5.278,7.11,5.963,6.131,4.887,5.493,4.698,3.153,6.135,6.192,4.377,5.228,4.877,6.641,5.117,5.858,5.705,6.061,6.043,6.923,6.323,6.138,5.482,4.894,6.37,4.364,6.379,7.353,6.163,6.293,5.064,6.509,7.259,6.539,7.436,4.217,5.492,7.119
1.2,,-0.095,2.516,2.219,3.685,1.255,3.611,3.974,2.235,4.006,4.354,4.653,4.717,5.51,5.003,5.095,6.091,8.848,7.144,7.542,5.297,9.048,8.215,7.164,10.335,7.302,7.823,9.855,7.432,9.173,9.577,12.227,10.804,7.979,10.325,11.02,10.978,11.785,10.989,10.985
1.2,,5.554,5.352,4.952,5.641,3.17,5.544,6.106,4.468,8.299,6.066,2.596,5.284,5.548,5.225,4.454,4.066,5.075,5.591,5.976,6.294,5.945,4.875,5.199,3.558,6.428,4.435,4.851,3.643,5.849,5.294,4.047,5.596,5.594,3.244,4.572,6.298,5.766,5.048,5.776
1.2,,7.922,7.377,6.081,6.65,6.505,7.009,6.765,6.649,6.355,6.378,5.139,5.569,5.452,5.135,5.684,5.621,5.33,5.17,4.235,4.554,4.027,3.786,3.748,2.45,2.879,3.148,2.722,2.508,2.835,1.841,2.539,2.874,2.086,1.957,1.733,1.269,3.708,1.282,1.914
