3.1782583892,3.1750118771,3.350438948,3.2311307138,3.280709992,3.1910306187,0.8739663989,0.64664463078,0.68703402973,0.74567437216,1.9510355788,0.72152536183,1.8950884736,2.0296775392,2.257452235,2.0913976064,2.0797293394,2.0195946645,2.7027123668,2.7019275495,2.7107052859,2.7030503605,2.709738278,2.7019048238,2.551928524,2.5521547095,2.5520943913,2.5518409155,2.5518057785,2.5520908324,1.7940127616,1.7940127616,1.7940127616,1.7940127616,1.7940127616,1.7940127616,3.4306681436,3.3585095516,3.3989096896,3.415224824,3.3504971675,3.4360111162,3.1854879497,3.1513504838,3.1854879497,3.1702426949,3.1854879497,3.1854879497,0.32513683418,1.4125488948,0.75757009958,0.52427467362,1.0322915961,2.8943079196,3.1232382097,3.0140934703,2.5457467423,3.0942015852,3.1086700565,3.5403813084,0.12930125235,-0.06440658502,-0.06440658502,0.001656968239,-0.06440658502,-0.06440658502,5.1550380019,5.1550380019,5.1550380019,5.1550380019,5.1095352306,5.1550380019,3.4351270368,3.4616277756,3.2566596989,3.1967729435,3.4607748722,3.4359483469,3.2856361431,3.2767154555,3.1716875647,3.2786681701,3.2908592232,3.2917532422,2.9378046794,3.0380818789,3.0204181915,3.438757853,3.0451894943,3.0236454376,4.0476506446,4.0360592928,4.0569720423,4.0321133105,3.5491328129,4.0314192296,3.3363039124,3.2968593202,3.2114041644,3.5149605752,3.3395511098,3.2583614534,4.3427909784,4.3467164917,4.3289043481,4.3358023738,4.3295295099,4.3394468309,3.5913650229,3.5914311826,3.5919390657,3.5913650229,3.6479628718,3.5913650229,3.4390752148,3.5547668622,3.5368586892,3.5547668622,3.5547668622,3.5452839869,5.1587576486,5.1664610015,5.1593980748,5.1602454194,5.1664446306,5.1664719895,3.2533877239,3.2533877239,3.2734620657,3.2533877239,3.2533877239,3.2533877239,3.4839513861,3.5511946693,3.5349367859,3.5764109478,3.5052897316,3.5245322334,5.1604574041,5.2822804842,5.137755432,5.1895291453,5.2322518139,5.1632597299,5.2728001034,5.2728001034,5.2728001034,5.2728001034,5.2728001034,5.2728001034,6.1812813475,6.2123240054,6.1507529664,6.0290239311
1.9243859418,1.9157422305,1.7124218442,1.8733448656,1.8284360268,1.9116970849,3.3361837432,3.1427157933,3.1615413841,3.2162569237,4.1952598749,3.1780850218,-0.13240810069,-0.10513106728,-0.29102630641,-0.22047886958,-0.19899361849,-0.17833521757,0.66246897142,0.66197445645,0.66346598564,0.66613568808,0.64707734069,0.66156999317,1.6802100106,1.6803256862,1.6802934599,1.6810473354,1.6806231596,1.6802916236,2.2954027517,2.2954027517,2.2954027517,2.2954027517,2.2954027517,2.2954027517,2.8272633118,2.8885591938,2.8560720874,2.8410970775,2.9026403819,2.8225479028,1.3078761373,1.4169023421,1.3078761373,1.4061403004,1.3078761373,1.3078761373,3.7937240296,4.1033342307,3.6262675463,3.4906460977,4.0092417272,4.9616083146,2.4924851871,2.6231903618,2.4519119196,2.5486999059,2.5219235915,2.9988415403,4.3734180432,4.4693134837,4.4693134837,4.4501990822,4.4693134837,4.4693134837,4.2500107002,4.2500107002,4.2500107002,4.2500107002,4.1910767109,4.2500107002,4.1856909387,4.1684081996,4.2628794326,4.1072706359,4.1635918789,4.3243356466,4.5706870353,4.5444826719,4.2678719174,4.5737493828,4.5946617237,4.5963184711,3.6440216216,4.4788890043,4.4434543002,4.1977714556,4.6706524694,4.4643837411,4.7629303753,4.760664207,4.7685898167,4.7599442918,4.3730941614,4.7590916058,4.6552060827,4.6847003678,4.6907137768,4.5251542495,4.6528239811,4.7055854401,5.7702640785,5.7729449318,5.7578728561,5.7657943275,5.7592559583,5.7672546338,6.0608908706,6.060746732,6.0603679115,6.0608908706,6.0789340659,6.0608908706,6.4656516488,6.5931898206,6.5241745055,6.5931898206,6.5931898206,6.4908990845,5.5747594338,5.5790310145,5.5751574885,5.5756868042,5.5790133019,5.5790329328,7.2280855163,7.2280855163,7.2176496618,7.2280855163,7.2280855163,7.2280855163,5.9884754568,5.9285785996,5.9551487742,5.9432814884,5.9804966092,6.0877072228,6.3792706358,6.4403025816,6.3639579768,6.3991009653,6.4206668332,6.38117133,6.0976317879,6.0976317879,6.0976317879,6.0976317879,6.0976317879,6.0976317879,6.8245087872,6.8459702803,6.8039005255,6.7209898518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
