1.2,,7.185,6.625,7.867,6.97,7.888,7.699,6.713,6.62,7.862,7.598,7.996,7.094,6.548,6.13,4.502,5.424,4.715,5.23,5.747,3.553,5.846,4.622,3.261,4.144,3.826,4.64,3.626,3.159,3.47,3.135,2.398,2.614,2.061,2.607,2.835,2.532,1.626
1.2,,8.123,9.38,8.012,7.839,10.388,12.167,8.26,9.013,9.921,4.687,6.861,7.992,6.268,7.375,6.816,6.611,6.391,6.807,6.621,5.505,6.075,5.674,4.73,5.356,5.633,7.396,6.502,5.033,5.492,6.987,5.573,5.766,5.812,6.216,5.309,6.452,4.641
1.2,,2.411,1.409,2.592,2.796,1.139,1.966,2.648,3.471,2.428,2.956,4.97,5.398,5.683,9.376,5.154,4.056,4.037,5.188,6.306,5.531,4.372,5.761,8.975,10.307,7.627,7.167,7.67,8.484,8.483,11.253,10.543,9.725,11.507,6.664,6.283,10.097,6.487
1.2,,4.641,4.701,4.252,4.11,5.672,5.221,4.043,5.024,4.048,4.362,6.202,3.6,4.251,5.922,3.881,3.677,4.098,4.59,3.945,7.685,4.512,5.302,5.182,5.096,4.487,6.523,3.357,8.115,6.872,5.956,6.465,4.036,5.283,6.283,4.36,6.919,5.333
