1.2,,6.611,6.87,7.012,7.541,6.164,5.386,6.379,8.836,7.306,7.248,6.331,6.964,10.312,8.224,5.996,6.612,5.847,6.417,9.963,5.311,6.37,7.573,10.019,8.478,6.506,8.375,8.555,7.931,9.075,8.824,9.058,7.609,7.485,9.427,8.361,10.257,8.401,8.821,8.926,8.903
1.2,,4.616,8.443,4.624,6.629,4.747,6.517,2.895,4.047,3.883,4.928,5.479,5.658,6.267,5.89,5.053,5.873,10.301,8.019,12.193,10.564,8.772,12.173,11.29,11.462,13.445,12.731,11.46,12.153,11.777,10.317,9.285,10.47,9.978,12.104,10.963,8.827,10.923,10.716,10.863,10.172
1.2,,5.463,3.859,3.19,4.373,4.413,3.791,3.975,3.013,3.919,4.331,6.107,4.195,1.416,3.612,3.18,1.879,3.021,3.657,3.694,3.378,3.369,3.023,4.616,3.31,3.496,3.794,5.395,4.14,3.794,3.952,3.231,5.958,7.594,4.98,4.953,4.423,4.976,4.675,5.011,4.479
1.2,,6.59,5.998,4.123,4.947,4.982,7.294,6.668,4.64,3.914,4.9,3.58,4.514,4.683,3.769,3.183,2.752,3.696,3.748,3.563,3.452,2.691,2.267,2.223,1.601,1.809,1.711,1.496,0.399,0.831,-0.19,-0.194,0.262,0.537,0.224,-0.031,-0.38,-2.035,-1.14,-0.794,-1.272
