1.2,,6.926,6.384,7.096,6.726,6.826,6.531,6.241,6.375,6.262,5.223,5.366,4.629,4.738,5.415,4.347,4.824,3.207,4.242,3.323,3.534,3.012,3.179,2.349,2.469,2.206,2.215,2.139,2.945,2.632
1.2,,5.156,4.901,2.742,4.407,6.331,4.607,2.732,4.619,6.738,4.909,3.761,4.345,4.277,5.658,5.027,5.169,5.685,2.973,5.536,5.431,6.135,5.862,4.112,4.786,4.674,5.206,4.222,5.24,5.572
1.2,,5.529,2.891,6.939,6.151,5.754,4.574,4.235,6.806,5.735,7.209,6.096,5.913,7.422,8.061,8.903,10.267,10.086,9.488,9.895,8.569,10.269,6.897,6.99,10.453,7.835,9.612,9.779,7.756,8.804
1.2,,9.079,6.451,5.21,7.249,5.743,5.606,5.532,6.35,7.054,6.452,5.854,4.735,5.633,6.095,4.759,6.013,4.587,6.629,8.473,5.62,7.017,6.452,4.724,5.803,6.672,6.416,6.8,7.049,6.537
