1.2,,9.962,8.302,8.519,8.01,6.367,7.02,6.384,6.185,5.366,4.953,5.196,4.771,4.298,3.207,4.303,3.84,2.562,2.112,1.76,2.535,1.541,1.568,1.337,2.329,0.848,0.868,0.565,0.131,0.272,0.279
1.2,,7.364,6.501,7.296,8.162,8.035,4.573,5.145,6.06,9.656,4.478,6.012,4.298,4.581,4.308,4.548,6.66,6.427,6.363,6.046,6.748,7.251,7.207,7.464,7.275,4.188,7.491,5.804,7.764,7.74,7.213
1.2,,5.195,2.231,5.982,2.42,2.863,5.747,5.159,5.179,5.931,10.14,5.449,9.96,7.74,8.797,9.654,8.682,11.112,12.287,12.256,10.097,10.311,8.777,12.151,13.083,10.065,10.513,8.394,10.645,10.301,11.091
1.2,,6.502,5.829,4.731,3.718,6.331,9.12,6.743,5.45,6.073,5.622,5.236,6.702,3.999,6.078,7.404,4.654,5.237,6.793,5.023,4.164,6.048,5.495,5.257,6.179,5.136,4.93,4.929,3.121,5.079,5.687
