1.2,,5.541,5.117,4.362,4.155,5.749,5.432,5.524,4.862,6.264,5.282,5.778,6.636,6.71,6.544,9.335,9.91,7.247,6.377,9.528,9.037,8.95,8.904,9.272,8.745
1.2,,2.241,-1.26,4.599,8.432,5.356,10.472,9.111,9.698,11.822,9.798,10.841,9.703,11.107,10.512,10.47,10.075,11.027,10.752,10.928,10.178,12.924,11.346,12.146,13.534
1.2,,8.119,5.359,9.874,7.601,7.067,4.779,4.014,3.786,2.207,2.269,3.073,2.917,2.6,2.148,1.996,1.719,1.297,1.21,-0.826,0.26,-0.073,-0.686,-0.195,-0.052
1.2,,9.366,9.402,6.643,5.886,5.316,5.456,4.592,5.118,4.142,4.674,2.583,5.774,3.972,5.423,4.054,4.027,4.721,4.997,3.012,5.274,2.993,6.129,5.487,4.674
