1.2,,8.515,8.069,8.113,8.418,7.311,7.332,7.597,6.757,5.187,5.827,6.15,5.505,5.834,5.397,3.581,3.897,2.877,3.551,3.318,3.074,2.481
1.2,,4.68,5.219,6.695,4.77,4.936,4.034,4.435,5.653,6.644,5.136,3.821,6.261,4.633,3.37,4.687,5.96,4.947,5.701,4.546,4.871,6.755
1.2,,2.089,2.168,1.482,2.42,4.298,2.913,5.029,5.362,5.276,6.616,4.591,8.426,8.451,7.703,9.278,10.923,10.54,10.027,8.74,9.408,8.762
1.2,,9.104,9.211,8.585,6.643,6.622,7.91,6.23,7.359,6.332,6.661,5.163,4.78,6.029,5.71,5.499,7.748,5.389,4.555,6.317,7.039,6.638
