1.2,,8.258,8.837,8.767,7.038,7.712,7.82,7.083,7.29,6.505,6.115,7.48,4.746,5.033,5.719,4.562,4.58,3.35,3.401,2.189,4.022,3.552,2.123,1.92,2.586,2.467
1.2,,7.384,3.91,5.233,7.272,4.96,6.094,5.298,5.721,3.164,3.774,4.734,2.984,5.659,6.039,3.591,4.142,4.133,2.262,6.076,5.076,6.867,5.705,5.232,5.133,6.16
1.2,,0.284,1.711,2.646,2.926,2.353,5.99,2.664,4.479,4.379,5.816,6.169,5.617,8.153,6.846,8.937,8.647,10.099,7.717,10.605,9.069,9.984,7.536,7.22,7.406,8.173
1.2,,8.206,5.029,9.444,5.111,8.375,7.614,7.718,6.072,5.385,6.648,6.1,7.506,5.672,3.474,5.608,5.352,5.898,7.651,6.207,5.122,8.211,6.78,6.466,6.011,6.958
