1.2,,9.287,7.865,7.921,7.777,8.337,7.743,7.37,6.447,6.446,5.818,6.079,6.817,5.484,5.869,5.164,4.082,5.891,4.712,4.609,4.804,4.715,3.837,3.4,4.653,3.789,2.157,2.146,1.986,1.852,1.388,1.355
1.2,,6.36,8.037,8.335,7.566,5.081,8.356,8.87,7.633,7.893,7.045,4.796,5.802,6.324,4.565,6.367,5.815,5.341,5.768,4.826,6.689,5.746,7.285,6.172,6.316,6.092,4.997,4.398,6.541,6.368,8.71,5.941
1.2,,2.751,2.375,2.671,4.039,2.849,4.971,2.848,2.717,3.435,4.188,5.857,5.868,9.08,5.33,4.069,11.993,6.159,6.381,8.272,9.396,7.266,8.424,11.122,8.42,9.521,11.125,10.585,10.353,11.295,11.702,10.288
1.2,,4.71,3.454,4.184,3.805,6.045,5.399,6.058,6.392,6.884,7.697,4.059,5.021,5.12,6.292,5.124,3.863,3.462,1.517,6.268,3.587,8.583,4.293,6.426,3.125,3.405,6.013,5.338,5.507,5.689,5.676,5.106
