1.2,,7.605,5.851,6.183,6.906,7.519,6.938,6.601,6.1,6.637,6.492,5.372,5.003,5.498,5.045,4.135,3.672,3.502,2.966,1.95,2.115,1.727,1.796,0.861,0.237,-0.149,0.084,-0.322,0.074
1.2,,5.878,7.354,6.665,6.708,6.386,6.76,7.915,5.514,7.661,4.52,9.096,8.524,6.547,7.111,7.03,7.026,6.856,8.129,7.457,8.029,7.648,8.568,9.203,8.56,7.673,7.767,8.654,8.99
1.2,,4.293,4.69,3.415,5.325,4.508,6.324,7.989,9.314,6.787,5.344,10.199,8.164,8.851,12.937,9.8,9.182,11.878,11.141,10.446,13.056,9.004,9.803,10.266,11.143,11.459,12.436,11.161,10.016
1.2,,3.008,2.6,3.306,3.097,3.648,4.944,4.2,4.397,2.602,4.626,4.605,4.63,3.529,3.122,4.245,2.821,3.808,2.648,3.459,3.388,2.567,4.842,3.691,4.719,3.247,5.105,6.177,4.591
