1.2,,4.09,4.025,4.457,4.125,4.762,3.741,4.363,4.205,4.641,3.896,4.279,4.831,5.611,4.948,3.625,4.445,5.525,6.534,6.145,4.019,5.235,6.074,7.297,7.694,7.23,6.342,10.026,8.514,6.793,7.764,10.095,8.645
1.2,,8.366,8.198,8.708,8.556,8.355,8.887,8.297,8.04,7.155,6.205,5.622,6.915,6.638,5.552,4.898,5.056,4.411,2.32,2.897,2.5,2.551,2.894,2.784,1.896,1.353,0.387,1.646,0.61,0.923,0.147,-0.076,1.115
1.2,,9.113,7.504,7.421,6.868,6.734,7.728,7.266,6.512,7.449,7.289,6.276,3.384,6.361,5.734,4.043,5.496,6.36,2.644,4.272,6.755,2.979,5.725,5.076,4.453,5.281,6.033,6.24,7.329,5.844,5.25,6.182,5.909
1.2,,1.842,2.097,2.68,3.271,4.968,2.337,3.715,7.306,5.762,6.108,10.07,7.813,6.301,6.186,6.915,10.747,11.956,10.365,10.591,11.373,11.673,10.237,10.506,11.905,11.331,11.851,10.607,11.805,12.2,11.306,10.094,10.199
