1.2,,5.364,5.31,6.612,6.804,7.197,6.768,6.909,6.306,6.735,5.31,6.964,5.022,4.65,5.34,4.599,4.903,4.667,4.673,4.235,4.582,2.811,3.552,2.375,1.743,1.082,1.134,0.855,1.274,-0.278,-0.102,0.078,0.053,0.134,-0.268
1.2,,7.562,5.806,6.488,7.131,5.368,7.981,6.514,10.9,6.034,6.885,6.021,5.376,6.649,8.938,5.049,6.123,6.048,7.385,7.031,5.608,7.783,7.361,8.482,8.533,6.829,6.777,9.94,7.689,7.225,8.417,8.946,7.791,8.224,7.335
1.2,,4.16,6.639,4.967,4.179,4.704,5.794,4.05,4.158,6.645,8.211,5.416,7.912,5.83,7.857,11.167,8.5,11.086,8.642,11.608,9.365,10.056,10.19,10.629,10.627,11.147,10.368,11.397,12.044,11.059,11.46,10.206,12.398,10.163,12.02
1.2,,3.6,3.48,4.159,4.249,4.611,3.465,3.432,4.343,4.114,4.934,3.888,4.97,3.089,3.587,3.366,4.815,4.277,4.634,5.188,5.036,5.254,4.234,4.126,3.636,3.683,4.824,3.828,4.488,3.932,6.355,5.488,5.839,6.304,5.899
