1.2,,4.529,4.986,5.591,5.402,5.191,4.997,7.034,5.467,4.647,4.592,4.468,4.898,4.352,5.693,7.173,5.113,5.402,6.244,8.517,7.314,6.584,7.945,9.407,8.081,8.7,10.356,7.975,9.35,7.774
1.2,,2.432,3.364,4.975,2.896,1.064,1.631,2.976,3.789,2.836,6.306,7.162,10.024,8.791,8.134,9.468,12.281,12.572,9.403,10.72,12.014,10.87,12.287,12.064,11.196,10.96,11.157,11.987,11.872,11.44
1.2,,10.667,10.325,9.794,8.113,8.337,7.954,8.616,9.231,9.02,7.223,7.529,4.177,4.026,3.891,3.902,3.372,2.569,3.065,2.273,2.611,1.44,2.585,1.074,0.421,0.158,-0.829,0.06,-0.751,0.18
1.2,,6.505,6.704,6.642,7.614,7.148,6.276,5.339,7.589,7.162,5.402,5.126,4.891,4.891,4.748,5.777,3.524,3.536,3.952,5.009,3.251,3.53,3.494,3.943,4.383,4.477,2.66,5.235,5.443,6.714
