1.2,,4.808,4.212,4.641,6.16,4.566,6.003,5.884,4.977,4.109,4.506,7.204,5.161,4.19,5.075,6.865,5.658,4.423,8.83,5.931,6.595,6.414,7.21,6.582,9.05,7.538,8.546,8.208,7.756,7.798,9.792,9,9.872,9.809
1.2,,1.937,2.287,2.774,2.609,3.018,4.282,1.923,3.994,5.647,7.17,4.625,6.848,8.367,12.156,10.279,7.657,8.047,8.068,11.55,11.543,12.496,9.392,9.915,11.12,12.257,10.566,11.751,12.18,11.166,10.844,13.379,11.422,11.247
1.2,,10.673,9.595,9.261,9.178,8.136,7.278,7.564,8.033,9.46,6.296,8.039,5.737,6.292,5.556,4.779,4.294,3.877,4.806,3.679,2.84,2.621,2.679,2.788,1.92,1.578,0.817,1.73,1.645,-0.426,-1.025,-0.222,0.188,-0.747
1.2,,7.03,6.622,6.275,7.307,6.916,6.916,7.041,5.897,5.595,5.94,6.47,6.139,6.202,4.91,5.605,3.145,4.567,4.317,5.496,5.166,5.987,3.54,3.923,4.824,3.072,2.823,3.418,5.141,4.309,5.895,4.412,5.866,6.183
