1.2,,4.347,3.853,4.861,4.512,4.758,3.747,3.549,3.852,3.786,2.573,4.729,4.558,2.867,4.494,4.204,5.714,5.211,5.553,9.631,6.926,9.5,7.854,8.95,6.941,7.604,6.786,5.225
1.2,,9.006,9.179,10.165,9.403,8.332,8.672,6.701,6.69,6.388,6.811,6.122,5.718,5.392,5.485,4.438,3.723,3.659,3.682,-0.114,1.835,1.664,1.679,1.071,1.301,0.572,0.79,0.957
1.2,,6.599,6.808,7.495,9.214,7.203,6.374,6.781,5.92,7.158,6.279,3.087,4.399,6.861,4.081,7.468,3.745,3.836,4.849,5.91,4.589,4.702,6.477,6.649,7.086,5.151,3.534,5.094
1.2,,9.119,8.127,5.341,3.099,4.318,8.418,5.072,9.027,4.517,8.761,8.225,4.412,7.64,5.763,8.685,9.098,12.36,11.497,11.273,11.437,10.673,10.944,11.519,11.84,9.995,10.84,11.513
