45042,50000
43648,50000
43623,50000
45334,50000
44613,50000
45812,50000
44647,50000
45379,50000
45145,50000
45244,50000
44306,50000
45049,50000
44529,50000
44599,50000
46099,50000
45980,50000
44638,50000
45067,50000
45492,50000
45293,50000
44001,50000
45619,50000
45021,50000
45772,50000
44049,50000
45235,50000
44984,50000
45724,50000
43092,50000
45321,50000
43352,50000
45692,50000
42228,50000
46123,50000
43069,50000
44605,50000
44755,50000
44236,50000
45079,50000
43128,50000
45092,50000
43687,50000
45076,50000
43056,50000
44736,50000
43957,50000
45215,50000
44261,50000
45137,50000
46641,50000
46025,50000
44861,50000
46102,50000
43846,50000
45343,50000
43808,50000
45460,50000
45271,50000
46354,50000
45363,50000
44262,50000
47005,50000
47132,50000
45714,50000
47848,50000
44081,50000
47856,50000
45951,50000
47092,50000
45136,50000
47112,50000
44358,50000
48111,50000
46139,50000
46232,50000
47148,50000
46166,50000
46781,50000
47341,50000
48169,50000
45103,50000
45149,50000
46450,50000
45623,50000
46120,50000
47118,50000
47511,50000
45916,50000
48747,50000
46307,50000
47248,50000
45444,50000
50235,50000
46666,50000
47008,50000
47854,50000
46093,50000
46864,50000
46281,50000
46791,50000
45418,50000
47403,50000
46078,50000
47356,50000
48185,50000
45975,50000
46631,50000
45737,50000
47693,50000
45576,50000
46801,50000
44722,50000
47717,50000
45930,50000
47656,50000
46113,50000
47139,50000
45474,50000
46287,50000
46252,50000
46305,50000
45717,50000
46017,50000
45224,50000
46848,50000
46278,50000
50554,50000
47281,50000
48613,50000
47040,50000
48374,50000
49244,50000
47010,50000
46622,50000
46894,50000
46387,50000
48343,50000
47901,50000
47034,50000
49338,50000
49100,50000
46725,50000
49825,50000
47253,50000
49597,50000
47135,50000
47373,50000
47514,50000
48447,50000
47518,50000
48162,50000
47525,50000
47836,50000
47204,50000
48265,50000
46104,50000
48445,50000
48159,50000
49032,50000
47681,50000
48621,50000
48292,50000
50629,50000
47445,50000
48218,50000
47171,50000
47604,50000
47270,50000
49243,50000
46832,50000
47935,50000
47602,50000
49671,50000
47038,50000
49760,50000
47995,50000
51500,50000
47976,50000
51185,50000
47540,50000
50751,50000
47363,50000
50547,50000
47714,50000
51922,50000
50398,50000
51419,50000
48263,50000
51333,50000
48091,50000
51610,50000
47173,50000
50403,50000
48798,50000
48295,50000
47116,50000
48260,50000
46653,50000
50455,50000
46961,50000
49674,50000
46908,50000
52222,50000
47039,50000
50204,50000
47602,50000
48758,50000
49480,50000
50506,50000
48628,50000
49010,50000
47259,50000
49351,50000
46729,50000
49252,50000
50132,50000
61422,50000
47776,50000
48932,50000
48270,50000
46681,50000
50239,50000
50394,50000
47647,50000
50562,50000
46176,50000
49115,50000
46475,50000
48527,50000
47230,50000
47499,50000
46945,50000
47294,50000
48202,50000
47517,50000
46772,50000
47014,50000
46772,50000
47662,50000
47380,50000
47165,50000
47431,50000
48138,50000
46165,50000
46591,50000
46876,50000
48143,50000
47961,50000
47138,50000
47359,50000
47591,50000
47166,50000
47591,50000
47641,50000
47694,50000
45766,50000
47152,50000
47276,50000
47620,50000
47102,50000
47548,50000
47485,50000
47514,50000
47109,50000
47388,50000
48104,50000
47464,50000
46018,50000
46915,50000
45560,50000
47061,50000
47024,50000
46517,50000
46999,50000
47027,50000
44889,50000
44946,50000
45225,50000
45233,50000
45211,50000
44705,50000
45236,50000
44678,50000
44687,50000
44357,50000
44812,50000
44944,50000
44873,50000
45146,50000
45099,50000
44268,50000
45239,50000
44773,50000
45330,50000
43922,50000
45704,50000
44264,50000
44649,50000
44716,50000
45825,50000
44689,50000
44643,50000
43969,50000
45276,50000
44872,50000
,
44442,50000
44549,50000
44902,50000
45470,50000
44937,50000
44844,50000
44701,50000
43622,50000
44989,50000
45398,50000
44808,50000
43560,50000
44998,50000
45886,50000
44792,50000
44603,50000
44661,50000
45558,50000
45004,50000
45700,50000
44807,50000
44797,50000
44926,50000
44280,50000
43870,50000
43710,50000
45205,50000
44151,50000
43968,50000
44997,50000
45532,50000
43800,50000
44050,50000
44460,50000
45988,50000
44791,50000
44809,50000
44504,50000
45857,50000
45761,50000
46028,50000
,
45442,50000
45968,50000
45838,50000
46575,50000
45910,50000
45822,50000
47166,50000
46943,50000
49966,50000
47347,50000
63271,50000
46820,50000
45971,50000
46310,50000
63939,50000
67211,50000
46277,50000
46875,50000
46909,50000
46986,50000
45481,50000
45279,50000
64555,50000
46333,50000
46516,50000
50062,50000
46642,50000
47296,50000
46002,50000
46201,50000
45870,50000
46495,50000
46982,50000
46464,50000
47557,50000
46875,50000
47695,50000
46462,50000
46999,50000
47030,50000
47523,50000
47574,50000
48993,50000
48374,50000
47890,50000
48302,50000
48884,50000
48117,50000
48447,50000
47473,50000
48588,50000
48000,50000
48405,50000
47238,50000
46750,50000
46737,50000
46348,50000
46484,50000
46665,50000
46496,50000
46111,50000
46516,50000
46303,50000
46299,50000
46911,50000
51999,50000
64124,50000
47841,50000
47262,50000
47358,50000
45540,50000
48876,50000
47186,50000
46898,50000
46795,50000
46989,50000
48428,50000
54288,50000
48287,50000
57943,50000
65276,50000
65980,50000
66776,50000
50141,50000
66635,50000
61552,50000
65326,50000
47295,50000
46381,50000
46837,50000
46292,50000
48105,50000
47784,50000
47555,50000
47609,50000
48212,50000
47145,50000
49074,50000
47635,50000
49505,50000
46885,50000
47478,50000
47032,50000
47842,50000
47660,50000
44586,50000
46680,50000
45219,50000
45879,50000
45240,50000
46380,50000
44946,50000
44910,50000
45107,50000
45234,50000
44999,50000
44946,50000
45228,50000
44773,50000
45256,50000
44246,50000
44860,50000
44765,50000
44266,50000
45102,50000
44212,50000
44328,50000
44704,50000
45325,50000
45159,50000
45307,50000
44899,50000
45098,50000
45283,50000
44521,50000
45665,50000
45255,50000
45141,50000
44755,50000
44748,50000
44922,50000
45719,50000
45413,50000
45756,50000
44051,50000
45257,50000
44737,50000
45079,50000
44490,50000
45699,50000
44989,50000
45945,50000
45040,50000
42738,50000
44557,50000
44817,50000
45310,50000
45850,50000
44798,50000
45413,50000
45074,50000
44855,50000
45391,50000
45656,50000
45163,50000
45786,50000
45528,50000
44515,50000
44655,50000
44717,50000
45521,50000
46253,50000
45340,50000
44308,50000
44693,50000
44900,50000
45345,50000
44350,50000
45064,50000
45755,50000
45014,50000
45169,50000
45915,50000
45811,50000
46008,50000
45438,50000
45836,50000
45525,50000
45227,50000
46048,50000
45663,50000
44869,50000
46036,50000
45457,50000
45274,50000
44670,50000
46117,50000
56826,50000
55746,50000
71832,50000
49036,50000
48764,50000
48369,50000
47861,50000
55790,50000
48048,50000
47116,50000
46821,50000
65913,50000
61499,50000
66042,50000
62524,50000
52990,50000
50469,50000
48786,50000
52926,50000
54944,50000
49856,50000
64614,50000
50764,50000
65797,50000
48992,50000
66923,50000
65619,50000
60212,50000
48829,50000
60019,50000
50048,50000
53230,50000
54546,50000
53546,50000
47203,50000
49715,50000
48682,50000
59021,50000
47507,50000
52253,50000
47732,50000
48171,50000
47149,50000
49617,50000
55013,50000
47820,50000
47083,50000
48031,50000
47408,50000
48050,50000
,
-804,5000
-1208,5000
-819,5000
-1473,5000
-1182,5000
-1104,5000
-852,5000
-1967,5000
-911,5000
-1483,5000
-1078,5000
-1218,5000
-726,5000
-2795,5000
-1162,5000
-1480,5000
-1410,5000
-2247,5000
-1231,5000
-1115,5000
-968,5000
-1032,5000
-1265,5000
-1677,5000
-1090,5000
-1546,5000
-1009,5000
-1371,5000
-1403,5000
-987,5000
-1252,5000
-1581,5000
-927,5000
-1774,5000
-594,5000
-1927,5000
-924,5000
-544,5000
-760,5000
-1278,5000
-843,5000
-1202,5000
-1245,5000
-840,5000
-724,5000
-2389,5000
-273,5000
-2076,5000
-914,5000
-2196,5000
-1253,5000
-2455,5000
-563,5000
-4002,5000
-205,5000
-780,5000
-236,5000
-438,5000
-1569,5000
-578,5000
-1588,5000
-1041,5000
-1850,5000
-823,5000
-988,5000
-977,5000
-1161,5000
-976,5000
-901,5000
-1010,5000
-1216,5000
-1114,5000
-1076,5000
-1280,5000
-1428,5000
-1700,5000
-2291,5000
-1437,5000
-1303,5000
-1372,5000
-1412,5000
-1095,5000
-1583,5000
-1237,5000
-1453,5000
-982,5000
-1203,5000
-562,5000
-1043,5000
-1139,5000
-847,5000
-1049,5000
-293,5000
-1590,5000
75,5000
-876,5000
-444,5000
-1353,5000
-673,5000
-1196,5000
-913,5000
-1447,5000
-952,5000
-988,5000
-1217,5000
-1252,5000
-1412,5000
-1179,5000
-1267,5000
-944,5000
-1219,5000
-895,5000
-1063,5000
-1297,5000
-1317,5000
-1349,5000
-655,5000
-1631,5000
-1452,5000
-872,5000
-940,5000
-1192,5000
-1037,5000
-924,5000
-1364,5000
-1312,5000
-1157,5000
-1222,5000
-874,5000
-976,5000
-778,5000
-1376,5000
-1774,5000
-1607,5000
-1150,5000
-1244,5000
-1305,5000
-1326,5000
-1554,5000
-1378,5000
-2020,5000
-1086,5000
-1152,5000
-1670,5000
-1393,5000
-1464,5000
-1023,5000
-2328,5000
-2153,5000
-800,5000
-2412,5000
-1197,5000
-634,5000
-1219,5000
-1924,5000
-1386,5000
-2073,5000
-938,5000
