40000,-79,34029,3.682758468
40000,-79,34660,3.682758468
40000,-79,34204,3.682758468
40000,-80,34356,3.745178103
40000,-79,34402,3.682758468
40000,-81,33520,3.807597739
40000,-81,33975,3.807597739
40000,-80,34889,3.745178103
40000,-80,34138,3.745178103
40000,-80,34191,3.745178103
40000,-78,34274,3.620338833
40000,-78,34802,3.620338833
40000,-80,33895,3.745178103
40000,-78,34138,3.620338833
40000,-78,34296,3.620338833
40000,-81,35560,3.807597739
40000,-78,33462,3.620338833
40000,-79,34882,3.682758468
40000,-80,34335,3.745178103
40000,-81,35226,3.807597739
40000,-80,34429,3.745178103
40000,-80,34763,3.745178103
40000,-82,33819,3.870017374
40000,-81,34845,3.807597739
40000,-81,34108,3.807597739
40000,-82,34920,3.870017374
40000,-81,34158,3.807597739
40000,-81,35170,3.807597739
40000,-81,34304,3.807597739
40000,-81,32817,3.807597739
40000,-81,33831,3.807597739
40000,-81,35230,3.807597739
40000,-78,33552,3.620338833
40000,-78,35211,3.620338833
40000,-78,34185,3.620338833
40000,-79,34909,3.682758468
40000,-80,33931,3.745178103
40000,-80,35354,3.745178103
40000,-81,35326,3.807597739
40000,-80,34619,3.745178103
40000,-81,34960,3.807597739
40000,-85,35310,4.057276279
40000,-82,35005,3.870017374
40000,-82,35708,3.870017374
40000,-81,34631,3.807597739
40000,-83,34962,3.932437009
40000,-82,34422,3.870017374
40000,-81,35268,3.807597739
40000,-80,33738,3.745178103
40000,-79,34365,3.682758468
40000,-80,34057,3.745178103
40000,-79,33664,3.682758468
40000,-78,34491,3.620338833
40000,-78,33446,3.620338833
40000,-78,34275,3.620338833
40000,-80,34825,3.745178103
40000,-79,33920,3.682758468
40000,-81,34873,3.807597739
40000,-80,33996,3.745178103
40000,-78,34599,3.620338833
40000,-79,34187,3.682758468
40000,-80,34016,3.745178103
40000,-80,34094,3.745178103
40000,-80,35611,3.745178103
40000,-81,34516,3.807597739
40000,-81,34542,3.807597739
40000,-79,34402,3.682758468
40000,-80,34275,3.745178103
40000,-81,34221,3.807597739
40000,-78,34542,3.620338833
40000,-82,33980,3.870017374
40000,-77,34792,3.557919198
40000,-78,34874,3.620338833
40000,-79,34151,3.682758468
40000,-80,33850,3.745178103
40000,-78,34525,3.620338833
40000,-77,33459,3.557919198
40000,-77,35145,3.557919198
40000,-76,34626,3.495499563
40000,-76,34429,3.495499563
40000,-76,34261,3.495499563
40000,-79,34675,3.682758468
40000,-79,34367,3.682758468
40000,-79,33882,3.682758468
40000,-78,34459,3.620338833
40000,-78,34480,3.620338833
