0,-0.024597619,-0.011279451,0.046629325,-0.54503477,4.6274686,8.848127
,-0.024597619,-0.011279451,0.046629325,-0.54503477,4.6274686,8.848127
,0.047584202,-0.05623599,0.068369105,-0.54503477,4.6274686,8.848127
,0.047584202,-0.05623599,0.068369105,-0.1467222,4.514152,8.573362
,0.047584202,-0.05623599,0.068369105,-0.1467222,4.514152,8.573362
,0.036825746,-0.015757272,0.014306122,-0.2714475,4.677545,8.585866
,0.036825746,-0.015757272,0.014306122,-0.2714475,4.677545,8.585866
,-0.000404,0.002883462,0.035983324,-0.2714475,4.677545,8.585866
,-0.000404,0.002883462,0.035983324,-0.2714475,4.677545,8.585866
,-0.000404,0.002883462,0.035983324,-0.08568374,4.592639,8.674441
,-0.000404,0.002883462,0.035983324,-0.08568374,4.592639,8.674441
,-0.003386458,-0.010913078,-0.035017394,-0.057787724,4.819674,8.6341715
,-0.003386458,-0.010913078,-0.035017394,-0.057787724,4.819674,8.6341715
,-0.003386458,-0.010913078,-0.035017394,-0.057787724,4.819674,8.6341715
,-0.007327186,0.012681128,-0.038799994,-0.057787724,4.819674,8.6341715
,-0.007327186,0.012681128,-0.038799994,-0.08345136,5.3625383,8.578126
,-0.007327186,0.012681128,-0.038799994,-0.08345136,5.3625383,8.578126
,0.18357478,0.013319267,0.074017674,-0.08345136,5.3625383,8.578126
,0.18357478,0.013319267,0.074017674,-0.71018255,5.2559924,8.236739
,0.18357478,0.013319267,0.074017674,-0.71018255,5.2559924,8.236739
,0.007433921,0.006287669,0.06917016,-0.71018255,5.2559924,8.236739
,0.007433921,0.006287669,0.06917016,-0.56026065,5.719772,7.3601236
,0.007433921,0.006287669,0.06917016,-0.56026065,5.719772,7.3601236
,-0.06734706,-0.082716055,0.04924911,-0.6907805,6.3961716,7.956903
,-0.06734706,-0.082716055,0.04924911,-0.6907805,6.3961716,7.956903
,0.16615923,-0.153344,0.09004807,-0.6907805,6.3961716,7.956903
,0.16615923,-0.153344,0.09004807,0.66675776,5.860485,10.125494
,0.16615923,-0.153344,0.09004807,0.66675776,5.860485,10.125494
,0.12168498,0.03142502,-0.1478259,0.66675776,5.860485,10.125494
,0.12168498,0.03142502,-0.1478259,0.87009716,4.3074927,6.606846
,0.12168498,0.03142502,-0.1478259,0.87009716,4.3074927,6.606846
,0.00397388,-0.03291786,-0.14734715,0.87009716,4.3074927,6.606846
,0.00397388,-0.03291786,-0.14734715,0.87009716,4.3074927,6.606846
,0.00397388,-0.03291786,-0.14734715,0.44721198,5.6116333,6.431508
,0.00397388,-0.03291786,-0.14734715,0.44721198,5.6116333,6.431508
,-0.14995618,0.11909429,0.02538467,-0.42352146,7.066681,11.220259
,-0.14995618,0.11909429,0.02538467,-0.42352146,7.066681,11.220259
,-0.14995618,0.11909429,0.02538467,-0.42352146,7.066681,11.220259
,0.07018104,0.018798744,0.15987356,-0.42352146,7.066681,11.220259
,0.07018104,0.018798744,0.15987356,-0.3575413,3.509936,7.588932
,0.07018104,0.018798744,0.15987356,-0.3575413,3.509936,7.588932
,0.11673361,-0.14892793,0.20866202,-0.3575413,3.509936,7.588932
,0.11673361,-0.14892793,0.20866202,-0.4261691,5.126731,6.6199036
,0.11673361,-0.14892793,0.20866202,-0.4261691,5.126731,6.6199036
,-0.10730954,0.013594948,0.024745265,0.5241666,7.331407,9.632252
,-0.10730954,0.013594948,0.024745265,0.5241666,7.331407,9.632252
,-0.10730954,0.013594948,0.024745265,0.5241666,7.331407,9.632252
,0.0648362,0.013543223,-0.22356662,0.5241666,7.331407,9.632252
,0.0648362,0.013543223,-0.22356662,0.9113116,4.0244713,8.918057
,0.053277656,-0.10267626,-0.112672195,0.9113116,4.0244713,8.918057
,0.053277656,-0.10267626,-0.112672195,0.9113116,4.0244713,8.918057
,0.053277656,-0.10267626,-0.112672195,0.4056217,4.3986363,5.955021
,0.053277656,-0.10267626,-0.112672195,0.4056217,4.3986363,5.955021
,-0.1918399,0.12662251,0.03326942,0.4056217,4.3986363,5.955021
,-0.1918399,0.12662251,0.03326942,0.8313991,7.1420135,8.654501
,-0.1918399,0.12662251,0.03326942,0.8313991,7.1420135,8.654501
,0.01913511,0.16614455,0.10192615,0.8313991,7.1420135,8.654501
,0.01913511,0.16614455,0.10192615,-0.9419862,3.9965892,11.965409
,0.01913511,0.16614455,0.10192615,-0.9419862,3.9965892,11.965409
,0.40012068,-0.07524216,0.01579549,-0.9419862,3.9965892,11.965409
,0.40012068,-0.07524216,0.01579549,0.118138134,4.294092,6.354169
,0.40012068,-0.07524216,0.01579549,0.118138134,4.294092,6.354169
,0.06871684,-0.14698693,-0.011421499,0.118138134,4.294092,6.354169
,0.06871684,-0.14698693,-0.011421499,-0.25829536,5.7829523,6.5086107
,0.06871684,-0.14698693,-0.011421499,-0.25829536,5.7829523,6.5086107
,0.013269462,-0.13228555,-0.057813235,-0.25829536,5.7829523,6.5086107
,0.013269462,-0.13228555,-0.057813235,-0.25829536,5.7829523,6.5086107
,0.013269462,-0.13228555,-0.057813235,0.028697068,7.082816,9.289869
,-0.08606675,0.16913152,0.020271078,0.028697068,7.082816,9.289869
,-0.08606675,0.16913152,0.020271078,1.0787961,3.915216,9.478541
,-0.08606675,0.16913152,0.020271078,1.0787961,3.915216,9.478541
,0.011883597,-0.08397397,-0.18239456,1.0787961,3.915216,9.478541
,0.011883597,-0.08397397,-0.18239456,0.16075394,4.55124,7.4367447
,-0.15308382,0.025327677,0.08354287,0.16075394,4.55124,7.4367447
,-0.15308382,0.025327677,0.08354287,0.16075394,4.55124,7.4367447
,-0.15308382,0.025327677,0.08354287,0.33922112,5.211366,8.950316
,-0.15308382,0.025327677,0.08354287,0.33922112,5.211366,8.950316
,-0.034627195,-0.047375266,-0.04471401,0.33922112,5.211366,8.950316
,-0.034627195,-0.047375266,-0.04471401,-0.1660777,5.23311,8.155718
,-0.034627195,-0.047375266,-0.04471401,-0.1660777,5.23311,8.155718
,-0.025093786,0.023838885,-0.024100307,-0.1660777,5.23311,8.155718
,-0.025093786,0.023838885,-0.024100307,-0.07329163,5.4930277,8.283954
,-0.025093786,0.023838885,-0.024100307,-0.07329163,5.4930277,8.283954
,0.024014164,-0.002897949,0.028098457,-0.07329163,5.4930277,8.283954
,0.024014164,-0.002897949,0.028098457,0.1687772,5.524413,8.084137
,0.024014164,-0.002897949,0.028098457,0.1687772,5.524413,8.084137
,-0.036598653,-0.009770146,-0.012222593,0.1687772,5.524413,8.084137
,-0.036598653,-0.009770146,-0.012222593,0.22253084,5.550273,8.24058
,-0.036598653,-0.009770146,-0.012222593,0.22253084,5.550273,8.24058
,0.002126077,-0.003489518,0.028467547,0.22253084,5.550273,8.24058
,0.002126077,-0.003489518,0.028467547,-0.5922946,5.590232,8.198429
,0.002126077,-0.003489518,0.028467547,-0.5922946,5.590232,8.198429
,0.034829784,0.45180392,0.7386253,-0.5922946,5.590232,8.198429
,0.034829784,0.45180392,0.7386253,-2.2749095,5.1037498,8.401464
,0.034829784,0.45180392,0.7386253,-2.2749095,5.1037498,8.401464
,0.07504359,1.5833799,2.1335876,-2.2749095,5.1037498,8.401464
,0.07504359,1.5833799,2.1335876,-1.8036554,3.6264806,9.242544
,0.07504359,1.5833799,2.1335876,-1.8036554,3.6264806,9.242544
,-0.10349446,1.7126493,2.5205977,-1.8036554,3.6264806,9.242544
,-0.10349446,1.7126493,2.5205977,1.4324299,3.9037006,9.293913
,-0.10349446,1.7126493,2.5205977,1.4324299,3.9037006,9.293913
,-0.0438935,0.73761463,1.4149616,1.4324299,3.9037006,9.293913
,-0.0438935,0.73761463,1.4149616,1.4324299,3.9037006,9.293913
,-0.0438935,0.73761463,1.4149616,2.9762115,4.7567177,8.942697
