0,0.106906936,-0.3104982,-0.099000186,7.6545916,7.9534807
,0.106906936,-0.3104982,-0.099000186,7.6545916,7.9534807
,-0.16740264,0.34954128,0.03202866,7.902285,7.9534807
,-0.16740264,0.34954128,0.03202866,7.902285,9.403032
,-0.17059894,0.29446802,0.08236297,7.902285,9.403032
,-0.17059894,0.29446802,0.08236297,8.292053,9.403032
,-0.17059894,0.29446802,0.08236297,8.292053,9.403032
,-0.17059894,0.29446802,0.08236297,8.292053,9.834197
,-0.058320645,0.019204883,-0.014841733,8.292053,9.834197
,-0.058320645,0.019204883,-0.014841733,8.29909,6.901708
,-0.058320645,0.019204883,-0.014841733,8.29909,6.901708
,-0.05262198,-0.004496317,0.013281827,8.29909,6.901708
,-0.05262198,-0.004496317,0.013281827,8.144954,10.836981
,-0.044687513,-0.019886157,0.025587745,8.144954,10.836981
,-0.044687513,-0.019886157,0.025587745,8.164895,10.836981
,-0.044687513,-0.019886157,0.025587745,8.164895,10.836981
,-0.044687513,-0.019886157,0.025587745,8.164895,8.140312
,-0.022061214,0.0558095,0.028789226,8.164895,8.140312
,-0.022061214,0.0558095,0.028789226,8.174181,7.2853713
,-0.022061214,0.0558095,0.028789226,8.174181,7.2853713
,-0.015404267,-0.009276341,0.10389146,7.572089,7.2853713
,-0.015404267,-0.009276341,0.10389146,7.572089,11.643137
,-0.052529655,-0.057424504,0.009936378,7.572089,11.643137
,-0.052529655,-0.057424504,0.009936378,7.367944,11.643137
,-0.052529655,-0.057424504,0.009936378,7.367944,6.8910775
,-0.052529655,-0.057424504,0.009936378,7.367944,6.8910775
,-0.002729531,-0.1075434,-0.007639311,7.367944,6.8910775
,-0.002729531,-0.1075434,-0.007639311,8.717542,10.027079
,0.17165399,-0.063387975,-0.13264783,8.717542,10.027079
,0.17165399,-0.063387975,-0.13264783,8.730486,10.027079
,0.17165399,-0.063387975,-0.13264783,8.730486,10.027079
,-0.057332054,0.052139223,-0.099767536,8.730486,8.37728
,-0.057332054,0.052139223,-0.099767536,6.63136,8.37728
,-0.057332054,0.052139223,-0.099767536,6.63136,8.37728
,-0.057332054,0.052139223,-0.099767536,6.63136,7.7842216
,-0.13909163,0.15152942,0.042978507,6.63136,7.7842216
,-0.13909163,0.15152942,0.042978507,8.823509,12.107659
,-0.13909163,0.15152942,0.042978507,8.823509,12.107659
,0.11071209,-0.004424074,0.04633481,9.267934,12.107659
,0.11071209,-0.004424074,0.04633481,9.267934,12.107659
,-0.004496767,0.044632416,0.13235556,9.267934,7.1354065
,-0.004496767,0.044632416,0.13235556,6.653839,7.1354065
,-0.004496767,0.044632416,0.13235556,6.653839,7.1354065
,-0.004496767,0.044632416,0.13235556,6.653839,11.088153
,-0.036509115,0.048043426,0.07243592,6.653839,11.088153
,-0.036509115,0.048043426,0.07243592,9.604616,9.9194355
,-0.036509115,0.048043426,0.07243592,9.604616,9.9194355
,0.24055777,0.084268585,-0.16266367,9.604616,9.9194355
,0.24055777,0.084268585,-0.16266367,9.604616,9.9194355
,-0.05420138,0.07750559,-5.83E-04,6.0395026,7.743715
,-0.05420138,0.07750559,-5.83E-04,6.0395026,7.743715
,-0.05420138,0.07750559,-5.83E-04,6.0395026,7.743715
,-0.031671833,0.10669524,0.21390885,9.04819,12.519915
,-0.031671833,0.10669524,0.21390885,9.04819,12.519915
,-0.031671833,0.10669524,0.21390885,9.04819,7.1744347
,0.065799005,-0.002066738,0.24347085,9.04819,7.1744347
,0.065799005,-0.002066738,0.24347085,9.213259,7.1744347
,0.065799005,-0.002066738,0.24347085,9.213259,7.1744347
,0.065799005,-0.002066738,0.24347085,9.213259,10.703081
,-0.047705587,-0.08590156,-0.009048904,6.235418,10.703081
,-0.047705587,-0.08590156,-0.009048904,6.235418,9.882382
,-0.047705587,-0.08590156,-0.009048904,6.235418,9.882382
,0.015943356,-0.083770014,-0.12798491,9.069197,9.882382
,0.015943356,-0.083770014,-0.12798491,9.069197,7.3512735
,0.015943356,-0.083770014,-0.12798491,9.069197,7.3512735
,0.05854717,0.04624917,-0.1085414,9.069197,7.3512735
,0.05854717,0.04624917,-0.1085414,9.056392,7.3512735
,-0.092401266,0.030590907,-0.009950528,6.481759,12.240407
,-0.092401266,0.030590907,-0.009950528,6.481759,12.240407
,-0.092401266,0.030590907,-0.009950528,6.481759,12.240407
,-0.092401266,0.030590907,-0.009950528,6.481759,7.4129996
,-0.010642879,0.13354972,0.11990583,9.718216,7.4129996
,-0.010642879,0.13354972,0.11990583,9.718216,7.4129996
,-0.010642879,0.13354972,0.11990583,9.718216,9.638779
,0.1978286,-0.06618607,0.2159401,7.680356,9.638779
,0.1978286,-0.06618607,0.2159401,7.680356,9.638779
,-0.17954107,-0.09031422,-0.1267019,7.2032623,11.424771
,-0.17954107,-0.09031422,-0.1267019,7.2032623,11.424771
,-0.17954107,-0.09031422,-0.1267019,7.2032623,6.2399087
,-0.17954107,-0.09031422,-0.1267019,7.2032623,6.2399087
,0.120595805,-0.051006496,-0.21069826,9.220255,6.2399087
,0.120595805,-0.051006496,-0.21069826,9.220255,6.2399087
,0.07995578,-0.048822284,-0.07093543,9.220255,12.181916
,0.07995578,-0.048822284,-0.07093543,8.378203,12.181916
,0.07995578,-0.048822284,-0.07093543,8.378203,12.181916
,0.07995578,-0.048822284,-0.07093543,8.378203,8.579843
,-0.056824286,0.06713208,4.91E-04,6.8044457,8.579843
,-0.056824286,0.06713208,4.91E-04,6.8044457,8.579843
,-0.056824286,0.06713208,4.91E-04,6.8044457,8.073374
,-0.03408114,0.11054197,0.21977554,9.212992,8.073374
,-0.03408114,0.11054197,0.21977554,9.212992,8.073374
,0.07990145,-0.028260732,0.08912173,9.212992,12.374573
,0.07990145,-0.028260732,0.08912173,9.039803,12.374573
,0.07990145,-0.028260732,0.08912173,9.039803,12.374573
,0.07990145,-0.028260732,0.08912173,9.039803,6.4498444
,-0.07328858,-0.081093356,-0.005151189,8.222081,6.4498444
,-0.07328858,-0.081093356,-0.005151189,8.222081,6.4498444
,-0.004100166,-0.062823266,-0.22992128,8.541492,11.581586
,-0.004100166,-0.062823266,-0.22992128,8.541492,11.581586
,-0.004100166,-0.062823266,-0.22992128,8.541492,11.581586
,-0.038295563,-0.3368615,-0.7540837,8.0265045,8.531948
,-0.038295563,-0.3368615,-0.7540837,8.0265045,8.531948
,-0.038295563,-0.3368615,-0.7540837,8.0265045,8.531948
,0.030999381,-1.2154366,-1.7364691,9.194581,8.145261
,0.030999381,-1.2154366,-1.7364691,9.194581,8.145261
,0.030999381,-1.2154366,-1.7364691,9.194581,8.145261
,0.030999381,-1.2154366,-1.7364691,9.194581,11.928201
,0.25108302,-1.356265,-1.8837954,9.265709,11.928201
,0.25108302,-1.356265,-1.8837954,9.265709,11.928201
,0.25108302,-1.356265,-1.8837954,9.265709,6.8247805
,0.0773925,-1.1239322,-1.3358246,8.49728,6.8247805
,0.0773925,-1.1239322,-1.3358246,8.49728,6.8247805
,0.0773925,-1.1239322,-1.3358246,8.49728,11.0066395
,0.02103992,-0.5353207,-0.6275307,7.8525543,11.0066395
,0.02103992,-0.5353207,-0.6275307,7.8525543,11.0066395
,0.02103992,-0.5353207,-0.6275307,7.8525543,9.45847
,-0.10066657,0.014888212,-0.19673795,7.979233,9.45847
,-0.10066657,0.014888212,-0.19673795,7.979233,9.45847
,-0.10066657,0.014888212,-0.19673795,7.979233,7.353086
,-0.04335554,0.09536913,0.14121705,7.979233,7.353086
,-0.04335554,0.09536913,0.14121705,8.193631,7.353086
,-0.04335554,0.09536913,0.14121705,8.193631,12.608969
,-0.023222005,0.021120168,0.04683466,8.124706,12.608969
,-0.023222005,0.021120168,0.04683466,8.124706,12.608969
,0.026257752,-0.00327346,-0.011594459,8.094297,6.6698103
,0.026257752,-0.00327346,-0.011594459,8.094297,6.6698103
,0.026257752,-0.00327346,-0.011594459,8.094297,6.6698103
,0.014060421,-0.001302605,-0.03918471,8.094297,10.12752
,0.014060421,-0.001302605,-0.03918471,8.061003,10.12752
,0.014060421,-0.001302605,-0.03918471,8.061003,10.12752
