1.2,,4.1489,5.2539,8.8379,6.2399
1.2,,3.7729,4.8249,8.4069,6.0829
1.2,,2.7889,4.9069,8.5559,5.8379
1.2,,4.6739,2.8699,8.0219,7.7829
1.2,,4.6569,7.5399,8.9969,11.0129
1.2,,3.8569,-0.2801,8.1959,7.6149
1.2,,3.8479,6.2369,7.6609,7.8459
1.2,,2.8999,6.3479,8.6529,7.5829
1.2,,4.4379,2.4369,9.4769,5.4989
1.2,,2.7639,8.5509,8.6809,7.4119
1.2,,2.8219,6.0199,8.2959,6.8569
1.2,,4.0519,6.0959,7.2799,6.9359
1.2,,3.3819,5.3449,7.6619,6.8669
1.2,,3.3409,7.8479,7.6699,6.1829
1.2,,4.5869,6.4909,7.3579,6.9979
1.2,,4.2519,8.3059,6.5279,8.0389
1.2,,8.5149,8.9269,6.3069,8.8599
1.2,,8.3689,5.8369,6.4639,8.3859
1.2,,7.9439,8.5829,5.8869,9.0919
1.2,,6.1439,9.3749,5.1059,7.3279
1.2,,3.5109,10.5409,7.1809,6.8269
1.2,,4.2459,9.1039,5.8799,6.9169
1.2,,4.0719,11.0519,4.7629,7.5839
1.2,,5.0669,9.1889,3.7069,7.8519
1.2,,4.2839,8.7809,5.7559,5.1509
1.2,,5.2589,11.3119,4.9939,7.6699
1.2,,6.9709,11.0099,3.3289,7.6199
1.2,,4.2469,10.4109,2.7999,7.7129
1.2,,5.4029,12.0359,3.9169,6.0569
1.2,,4.2769,11.2659,3.9499,6.6369
1.2,,3.1399,10.4629,3.2879,5.6259
1.2,,6.0619,10.6049,2.9959,7.3209
1.2,,3.8739,9.7519,1.6659,8.6599
1.2,,4.3209,9.4299,3.0949,6.3959
1.2,,5.1239,9.5739,2.9789,5.4009
1.2,,5.3849,9.3719,2.5399,6.1699
