"DATE","TIME","SEC","RUNTIME(ms)","PTNUM","SSID","BSSID","RSSI"
"20190620","1805","08788","1751","0","null","1A:D2:25:F6:07:86","-91"
"20190620","1805","08835","1751","0","null","4D:4D:3A:DB:D1:8E","-97"
"20190620","1805","08980","1751","0","null","73:68:80:3B:AB:C7","-91"
"20190620","1805","09047","1901","0","null","4D:4D:3A:DB:D1:8E","-96"
"20190620","1805","09080","1901","0","null","1A:D2:25:F6:07:86","-98"
"20190620","1805","09190","2076","0","null","1A:D2:25:F6:07:86","-97"
"20190620","1805","09243","2076","0","null","0F:A9:21:18:4B:3B","-99"
"20190620","1805","09294","2076","0","null","1A:D2:25:F6:07:86","-96"
"20190620","1805","09335","2248","0","null","5F:C0:11:B6:80:F7","-93"
"20190620","1805","09400","2248","0","null","1A:D2:25:F6:07:86","-98"
"20190620","1805","09509","2420","0","null","1A:D2:25:F6:07:86","-92"
"20190620","1805","09472","2420","0","null","4D:4D:3A:DB:D1:8E","-92"
"20190620","1805","09537","2420","0","null","70:AD:8E:FD:2A:6F","-93"
"20190620","1805","09521","2420","0","null","73:68:80:3B:AB:C7","-89"
"20190620","1805","09612","2420","0","null","1A:D2:25:F6:07:86","-97"
"20190620","1805","09608","2420","0","null","5F:C0:11:B6:80:F7","-92"
"20190620","1805","09721","2579","0","null","1A:D2:25:F6:07:86","-90"
"20190620","1805","09677","2579","0","null","4D:4D:3A:DB:D1:8E","-94"
"20190620","1805","13070","5842","0","null","70:AD:8E:FD:2A:6F","-99"
"20190620","1805","13057","5842","0","null","57:AC:95:DF:B1:DA","-94"
"20190620","1805","13059","5842","0","null","21:47:34:16:0A:60","-102"
"20190620","1805","13030","5842","0","null","4D:4D:3A:DB:D1:8E","-98"
"20190620","1805","13040","5842","0","null","73:68:80:3B:AB:C7","-90"
"20190620","1805","13157","6016","0","null","1A:D2:25:F6:07:86","-98"
"20190620","1805","13262","6170","0","null","1A:D2:25:F6:07:86","-94"
"20190620","1805","13293","6170","0","null","70:AD:8E:FD:2A:6F","-98"
"20190620","1805","13329","6170","0","null","57:AC:95:DF:B1:DA","-93"
"20190620","1805","13312","6170","0","null","73:68:80:3B:AB:C7","-91"
"20190620","1805","13364","6345","0","null","1A:D2:25:F6:07:86","-93"
"20190620","1805","13569","6496","0","null","70:AD:8E:FD:2A:6F","-95"
"20190620","1805","13604","6496","0","null","57:AC:95:DF:B1:DA","-93"
"20190620","1805","13666","6496","0","null","70:AD:8E:FD:2A:6F","-96"
"20190620","1805","13686","6496","0","null","5F:C0:11:B6:80:F7","-92"
"20190620","1805","13704","6666","0","null","70:AD:8E:FD:2A:6F","-93"
"20190620","1805","13744","6666","0","null","4D:4D:3A:DB:D1:8E","-102"
"20190620","1805","13777","6666","0","null","1A:D2:25:F6:07:86","-94"
"20190620","1805","13787","6666","0","null","70:AD:8E:FD:2A:6F","-95"
"20190620","1805","13879","6666","0","null","1A:D2:25:F6:07:86","-89"
"20190620","1805","13865","6666","0","null","70:AD:8E:FD:2A:6F","-95"
"20190620","1805","13877","6666","0","null","57:AC:95:DF:B1:DA","-95"
"20190620","1805","13844","6666","0","null","4D:4D:3A:DB:D1:8E","-100"
"20190620","1805","13852","6666","0","null","73:68:80:3B:AB:C7","-92"
"20190620","1805","13941","6845","0","null","70:AD:8E:FD:2A:6F","-92"
"20190620","1805","13946","6845","0","null","4D:4D:3A:DB:D1:8E","-97"
"20190620","1805","13985","6845","0","null","1A:D2:25:F6:07:86","-93"
"20190620","1805","14015","6845","0","null","70:AD:8E:FD:2A:6F","-93"
"20190620","1805","13956","6845","0","null","5F:C0:11:B6:80:F7","-95"
