"DATE","TIME","SEC","RUNTIME(ms)","PTNUM","SSID","BSSID","RttStatus","Distance(Mm)","DistanceStdDev(Mm)","Rssi","timestamp","NumAttemptedMeasurements","NumSuccessfulMeasurements"
"20190620","1734","31158","238","0","COMPULAB_04","38:00:25:55:c7:06","0","3507","862","-55","24535010","8","7"
"20190620","1734","31158","238","0","COMPULAB_03","38:00:25:55:d3:db","0","-108","1097","-52","24535010","8","7"
"20190620","1734","31158","238","0","COMPULAB_02","38:00:25:55:d7:f0","0","-1960","2499","-62","24535010","8","7"
"20190620","1734","31158","238","0","COMPULAB_01","38:00:25:55:d6:d8","0","888","4451","-67","24535010","8","7"
"20190620","1734","31292","355","0","COMPULAB_04","38:00:25:55:c7:06","0","2697","686","-55","24535143","8","7"
"20190620","1734","31292","355","0","COMPULAB_03","38:00:25:55:d3:db","0","374","3415","-51","24535143","8","7"
"20190620","1734","31292","355","0","COMPULAB_02","38:00:25:55:d7:f0","0","2057","1529","-52","24535143","8","7"
"20190620","1734","31292","355","0","COMPULAB_01","38:00:25:55:d6:d8","0","3757","2947","-60","24535143","8","7"
"20190620","1734","31425","456","0","COMPULAB_04","38:00:25:55:c7:06","0","2828","886","-53","24535274","8","7"
"20190620","1734","31425","456","0","COMPULAB_03","38:00:25:55:d3:db","0","418","611","-50","24535274","8","7"
"20190620","1734","31425","456","0","COMPULAB_02","38:00:25:55:d7:f0","0","1848","1670","-55","24535274","8","7"
"20190620","1734","31425","456","0","COMPULAB_01","38:00:25:55:d6:d8","0","3666","603","-57","24535274","8","7"
"20190620","1734","31559","571","0","COMPULAB_04","38:00:25:55:c7:06","0","2547","471","-50","24535405","8","7"
"20190620","1734","31559","571","0","COMPULAB_03","38:00:25:55:d3:db","0","500","976","-51","24535405","8","7"
"20190620","1734","31559","571","0","COMPULAB_02","38:00:25:55:d7:f0","0","3015","1440","-52","24535405","8","7"
"20190620","1734","31559","571","0","COMPULAB_01","38:00:25:55:d6:d8","0","4163","496","-60","24535405","8","7"
"20190620","1734","31679","782","0","COMPULAB_04","38:00:25:55:c7:06","0","2171","997","-51","24535534","8","7"
"20190620","1734","31679","782","0","COMPULAB_03","38:00:25:55:d3:db","0","-303","577","-53","24535534","8","7"
