"DATE","TIME","SEC","RUNTIME(ms)","PTNUM","SSID","BSSID","RSSI"
"20190620","1728","47425","2213","0","null","2E:5B:A5:4A:21:9D","-96"
"20190620","1728","47516","2367","0","null","2E:5B:A5:4A:21:9D","-96"
"20190620","1728","47516","2367","0","null","6A:51:03:0B:93:37","-94"
"20190620","1728","47623","2367","0","null","6A:51:03:0B:93:37","-93"
"20190620","1728","47723","2509","0","null","2E:5B:A5:4A:21:9D","-95"
"20190620","1728","47826","2670","0","null","2E:5B:A5:4A:21:9D","-91"
"20190620","1728","47831","2670","0","null","6A:51:03:0B:93:37","-94"
"20190620","1728","47927","2823","0","null","2E:5B:A5:4A:21:9D","-90"
"20190620","1728","47953","2823","0","null","72:24:17:65:27:BD","-88"
"20190620","1728","48003","2823","0","null","46:44:47:CB:E9:4C","-91"
"20190620","1728","48034","2823","0","null","2E:5B:A5:4A:21:9D","-95"
"20190620","1728","48037","2823","0","null","6A:51:03:0B:93:37","-93"
"20190620","1728","48141","2988","0","null","2E:5B:A5:4A:21:9D","-91"
"20190620","1728","48178","2988","0","null","5F:C0:11:B6:80:F7","-93"
"20190620","1728","48246","2988","0","null","2E:5B:A5:4A:21:9D","-96"
"20190620","1728","48246","2988","0","null","6A:51:03:0B:93:37","-99"
"20190620","1728","48224","2988","0","null","72:24:17:65:27:BD","-90"
"20190620","1728","48288","3147","0","null","46:44:47:CB:E9:4C","-93"
"20190620","1728","48354","3147","0","null","2E:5B:A5:4A:21:9D","-92"
"20190620","1728","48359","3147","0","null","6A:51:03:0B:93:37","-94"
"20190620","1728","51316","6122","0","null","46:44:47:CB:E9:4C","-87"
"20190620","1728","51297","6122","0","null","2E:5B:A5:4A:21:9D","-92"
"20190620","1728","51339","6122","0","null","2A:5E:EB:BF:35:A8","-100"
"20190620","1728","51391","6122","0","null","2E:5B:A5:4A:21:9D","-92"
"20190620","1728","51397","6122","0","null","6A:51:03:0B:93:37","-100"
"20190620","1728","51439","6271","0","null","2A:5E:EB:BF:35:A8","-99"
"20190620","1728","51458","6271","0","null","5F:C0:11:B6:80:F7","-92"
"20190620","1728","51482","6271","0","null","72:24:17:65:27:BD","-95"
"20190620","1728","51495","6271","0","null","2E:5B:A5:4A:21:9D","-99"
"20190620","1728","51591","6409","0","null","46:44:47:CB:E9:4C","-78"
"20190620","1728","51664","6409","0","null","4C:9A:2C:6B:13:05","-100"
"20190620","1728","51706","6563","0","null","2E:5B:A5:4A:21:9D","-94"
"20190620","1728","51731","6563","0","null","5F:C0:11:B6:80:F7","-94"
"20190620","1728","51810","6563","0","null","2E:5B:A5:4A:21:9D","-94"
"20190620","1728","51815","6563","0","null","6A:51:03:0B:93:37","-100"
"20190620","1728","51860","6696","0","null","46:44:47:CB:E9:4C","-82"
"20190620","1728","51915","6696","0","null","2E:5B:A5:4A:21:9D","-90"
"20190620","1728","52021","6845","0","null","2E:5B:A5:4A:21:9D","-97"
"20190620","1728","52004","6845","0","null","5F:C0:11:B6:80:F7","-97"
"20190620","1728","52023","6845","0","null","72:24:17:65:27:BD","-92"
"20190620","1728","52134","6845","0","null","46:44:47:CB:E9:4C","-94"
