"DATE","TIME","SEC","RUNTIME(ms)","PTNUM","SSID","BSSID","RSSI"
"20190620","1728","06817","0","0","null","2E:5B:A5:4A:21:9D","-94"
"20190620","1728","06817","0","0","null","6A:51:03:0B:93:37","-93"
"20190620","1728","06907","0","0","null","2E:5B:A5:4A:21:9D","-97"
"20190620","1728","06910","0","0","null","6A:51:03:0B:93:37","-96"
"20190620","1728","07017","167","0","null","6A:51:03:0B:93:37","-93"
"20190620","1728","07117","306","0","null","6A:51:03:0B:93:37","-94"
"20190620","1728","07224","453","0","null","2E:5B:A5:4A:21:9D","-100"
"20190620","1728","07217","453","0","null","6A:51:03:0B:93:37","-93"
"20190620","1728","07319","453","0","null","6A:51:03:0B:93:37","-93"
"20190620","1728","07431","601","0","null","55:25:3D:39:A0:77","-97"
"20190620","1728","07424","601","0","null","6A:51:03:0B:93:37","-95"
"20190620","1728","07533","757","0","null","6A:51:03:0B:93:37","-94"
"20190620","1728","07744","913","0","null","2E:5B:A5:4A:21:9D","-97"
"20190620","1728","10894","4126","0","null","2E:5B:A5:4A:21:9D","-91"
"20190620","1728","10989","4126","0","null","2E:5B:A5:4A:21:9D","-89"
"20190620","1728","11097","4272","0","null","2E:5B:A5:4A:21:9D","-91"
"20190620","1728","11205","4422","0","null","2E:5B:A5:4A:21:9D","-91"
"20190620","1728","11187","4422","0","null","6A:51:03:0B:93:37","-93"
"20190620","1728","11292","4422","0","null","6A:51:03:0B:93:37","-99"
"20190620","1728","11387","4589","0","null","46:44:47:CB:E9:4C","-98"
"20190620","1728","11412","4589","0","null","2E:5B:A5:4A:21:9D","-94"
"20190620","1728","11392","4589","0","null","6A:51:03:0B:93:37","-96"
"20190620","1728","11497","4736","0","null","6A:51:03:0B:93:37","-95"
"20190620","1728","11613","4736","0","null","2E:5B:A5:4A:21:9D","-96"
"20190620","1728","11719","4897","0","null","2E:5B:A5:4A:21:9D","-94"
"20190620","1728","14432","7578","0","null","41:84:97:B7:3A:59","-94"
"20190620","1728","14437","7578","0","null","2E:5B:A5:4A:21:9D","-96"
"20190620","1728","14451","7578","0","null","0F:17:ED:70:D9:8D","-98"
