"DATE","TIME","SEC","RUNTIME(ms)","PTNUM","SSID","BSSID","RSSI"
"20190620","1803","51373","593","0","null","7F:9D:18:9A:95:24","-92"
"20190620","1803","51409","593","0","null","73:68:80:3B:AB:C7","-81"
"20190620","1803","51481","768","0","null","7F:9D:18:9A:95:24","-92"
"20190620","1803","51654","916","0","null","1A:D2:25:F6:07:86","-100"
"20190620","1803","51587","916","0","null","7F:9D:18:9A:95:24","-90"
"20190620","1803","51691","916","0","null","7F:9D:18:9A:95:24","-92"
"20190620","1803","51681","916","0","null","73:68:80:3B:AB:C7","-82"
"20190620","1803","51796","1064","0","null","7F:9D:18:9A:95:24","-90"
"20190620","1803","51850","1064","0","null","70:AD:8E:FD:2A:6F","-100"
"20190620","1803","51895","1064","0","null","7F:9D:18:9A:95:24","-94"
"20190620","1803","51954","1230","0","null","73:68:80:3B:AB:C7","-84"
"20190620","1803","52073","1408","0","null","1A:D2:25:F6:07:86","-96"
"20190620","1803","52105","1408","0","null","7F:9D:18:9A:95:24","-92"
"20190620","1803","52211","1408","0","null","7F:9D:18:9A:95:24","-97"
"20190620","1803","52224","1408","0","null","73:68:80:3B:AB:C7","-95"
"20190620","1803","52312","1548","0","null","7F:9D:18:9A:95:24","-94"
"20190620","1803","55212","4392","0","null","73:68:80:3B:AB:C7","-86"
"20190620","1803","55232","4571","0","null","1A:D2:25:F6:07:86","-93"
"20190620","1803","55332","4571","0","null","1A:D2:25:F6:07:86","-98"
"20190620","1803","55349","4571","0","null","7F:9D:18:9A:95:24","-100"
"20190620","1803","55390","4571","0","null","5F:C0:11:B6:80:F7","-94"
"20190620","1803","55440","4716","0","null","1A:D2:25:F6:07:86","-97"
"20190620","1803","55459","4716","0","null","7F:9D:18:9A:95:24","-89"
"20190620","1803","55547","4716","0","null","1A:D2:25:F6:07:86","-93"
"20190620","1803","55490","4716","0","null","57:AC:95:DF:B1:DA","-95"
"20190620","1803","55563","4890","0","null","7F:9D:18:9A:95:24","-88"
"20190620","1803","55650","4890","0","null","1A:D2:25:F6:07:86","-87"
"20190620","1803","55670","4890","0","null","7F:9D:18:9A:95:24","-87"
"20190620","1803","55660","4890","0","null","5F:C0:11:B6:80:F7","-94"
"20190620","1803","55746","5053","0","null","73:68:80:3B:AB:C7","-89"
"20190620","1803","55756","5053","0","null","1A:D2:25:F6:07:86","-90"
"20190620","1803","55775","5053","0","null","7F:9D:18:9A:95:24","-89"
"20190620","1803","55766","5053","0","null","57:AC:95:DF:B1:DA","-92"
"20190620","1803","55877","5053","0","null","7F:9D:18:9A:95:24","-91"
"20190620","1803","55981","5235","0","null","7F:9D:18:9A:95:24","-89"
"20190620","1803","56017","5235","0","null","73:68:80:3B:AB:C7","-83"
