"DATE","TIME","SEC","RUNTIME(ms)","PTNUM","SSID","BSSID","RSSI"
"20190620","1733","56220","1643","0","null","6A:58:7D:A6:5B:82","-84"
"20190620","1733","56279","1759","0","null","2E:5B:A5:4A:21:9D","-97"
"20190620","1733","56329","1759","0","null","79:09:58:C8:A7:96","-95"
"20190620","1733","56435","1881","0","null","79:09:58:C8:A7:96","-92"
"20190620","1733","56385","1881","0","null","2E:5B:A5:4A:21:9D","-92"
"20190620","1733","56490","1881","0","null","2E:5B:A5:4A:21:9D","-94"
"20190620","1733","56483","1881","0","null","6A:58:7D:A6:5B:82","-92"
"20190620","1733","56538","1994","0","null","79:09:58:C8:A7:96","-96"
"20190620","1733","56699","2121","0","null","2E:5B:A5:4A:21:9D","-94"
"20190620","1733","56744","2227","0","null","79:09:58:C8:A7:96","-94"
"20190620","1733","56804","2227","0","null","2E:5B:A5:4A:21:9D","-91"
"20190620","1733","56960","2460","0","null","79:09:58:C8:A7:96","-96"
"20190620","1733","57061","2572","0","null","79:09:58:C8:A7:96","-98"
"20190620","1733","57116","2572","0","null","2E:5B:A5:4A:21:9D","-97"
"20190620","1733","57168","2572","0","null","79:09:58:C8:A7:96","-94"
"20190620","1733","57172","2572","0","null","5F:C0:11:B6:80:F7","-99"
"20190620","1734","00390","5862","0","null","79:09:58:C8:A7:96","-100"
"20190620","1734","00358","5862","0","null","2E:5B:A5:4A:21:9D","-97"
"20190620","1734","00458","5862","0","null","2E:5B:A5:4A:21:9D","-97"
"20190620","1734","00497","5963","0","null","79:09:58:C8:A7:96","-96"
"20190620","1734","00566","6120","0","null","2E:5B:A5:4A:21:9D","-92"
"20190620","1734","00556","6120","0","null","6A:58:7D:A6:5B:82","-85"
"20190620","1734","00645","6120","0","null","5A:02:92:B4:B7:45","-96"
"20190620","1734","00629","6120","0","null","04:A0:14:D3:7B:35","-102"
"20190620","1734","00666","6120","0","null","2E:5B:A5:4A:21:9D","-89"
"20190620","1734","00739","6120","0","null","1B:49:84:11:26:E5","-102"
"20190620","1734","00708","6120","0","null","79:09:58:C8:A7:96","-104"
"20190620","1734","00775","6227","0","null","2E:5B:A5:4A:21:9D","-92"
"20190620","1734","00855","6338","0","null","5A:02:92:B4:B7:45","-97"
"20190620","1734","00882","6338","0","null","2E:5B:A5:4A:21:9D","-93"
"20190620","1734","00824","6338","0","null","6A:58:7D:A6:5B:82","-87"
"20190620","1734","00839","6338","0","null","6D:AB:D2:37:38:06","-94"
"20190620","1734","00955","6440","0","null","5A:02:92:B4:B7:45","-96"
"20190620","1734","01026","6547","0","null","79:09:58:C8:A7:96","-96"
"20190620","1734","01060","6547","0","null","5A:02:92:B4:B7:45","-98"
"20190620","1734","01091","6547","0","null","2E:5B:A5:4A:21:9D","-99"
"20190620","1734","01093","6547","0","null","6A:58:7D:A6:5B:82","-91"
"20190620","1734","01119","6547","0","null","6D:AB:D2:37:38:06","-93"
"20190620","1734","01166","6666","0","null","5A:02:92:B4:B7:45","-96"
"20190620","1734","01198","6666","0","null","2E:5B:A5:4A:21:9D","-96"
"20190620","1734","01356","6790","0","null","1B:49:84:11:26:E5","-96"
"20190620","1734","01338","6790","0","null","79:09:58:C8:A7:96","-101"
